"FIPS","State","County","GROC14","GROCPTH14","CONVS14","CONVSPTH14","SUPERC14","SUPERCPTH14","SNAPS12","SNAPS16","SNAPSPTH12","SNAPSPTH16","WICS12","WICSPTH12","FFR14","FFRPTH14","FSR14","FSRPTH14","REDEMP_SNAPS12","REDEMP_SNAPS16","PC_WIC_REDEMP12","FOODINSEC_10_12","FOODINSEC_13_15","CH_FOODINSEC_12_15","VLFOODSEC_10_12","VLFOODSEC_13_15","CH_VLFOODSEC_12_15"
"01049","AL","DeKalb",14,0.197002744,50,0.703581228,1,0.0140716,83.8333333333333,82,1.17942224723316,1.15655853314528,11,0.1547552,43,0.605079856,31,0.436220362,226782.464850895,205211.912682927,26.54121,17.9,17.6,-0.3,6.8,7.3,0.5
"01051","AL","Elmore",10,0.123491856,56,0.691554392,2,0.0246984,65.75,74.8333333333333,0.815463418869141,0.914844109748693,10,0.1240249,45,0.555713351,38,0.469269052,350017.541901141,246114.449532294,19.73372,17.9,17.6,-0.3,6.8,7.3,0.5
"01053","AL","Escambia",4,0.106008004,29,0.768558026,1,0.026502,42.25,44.9166666666667,1.11201768700321,1.19053929884083,6,0.1579197,27,0.715554024,20,0.530040018,319667.684497041,261083.092541744,29.66015,17.9,17.6,-0.3,6.8,7.3,0.5
"01055","AL","Etowah",13,0.125566256,68,0.656808106,2,0.0193179,101,117.583333333333,0.967507088665798,1.14643864643865,17,0.1628477,79,0.763056476,57,0.550559736,271338.489405941,182275.729156626,24.72657,17.9,17.6,-0.3,6.8,7.3,0.5
"01057","AL","Fayette",5,0.296313856,8,0.474102169,1,0.0592628,12.6666666666667,11.8333333333333,0.745843883098785,0.715177887908457,5,0.2944121,9,0.53336494,9,0.53336494,405875.198684211,392463.496901408,22.09716,17.9,17.6,-0.3,6.8,7.3,0.5
"01059","AL","Franklin",8,0.253156546,16,0.506313091,1,0.0316446,30.75,32.5,0.968168508548219,1.02757050714557,7,0.2203961,18,0.569602228,16,0.506313091,348542.81495935,260103.022461538,33.25215,17.9,17.6,-0.3,6.8,7.3,0.5
"01061","AL","Geneva",10,0.374363582,14,0.524109015,0,0,23.1666666666667,31.9166666666667,0.860223039124677,1.1992435059242,7,0.2599235,10,0.374363582,11,0.41179994,348479.956402878,220298.635926893,21.30028,17.9,17.6,-0.3,6.8,7.3,0.5
"01063","AL","Greene",2,0.233836081,12,1.403016485,0,0,15.1666666666667,17,1.70872765509989,2.01852291617193,2,0.2253267,1,0.11691804,2,0.233836081,149920.70967033,105611.957647059,NA,17.9,17.6,-0.3,6.8,7.3,0.5
"01065","AL","Hale",3,0.197576396,15,0.987881981,0,0,15.0833333333333,14.5833333333333,0.980201022441729,0.975343320848939,3,0.1949571,7,0.461011591,4,0.263435195,295879.12640884,247637.094857143,NA,17.9,17.6,-0.3,6.8,7.3,0.5
"01067","AL","Henry",3,0.17452007,15,0.872600349,0,0,17.5833333333333,15,1.01714197566572,0.873922162666045,3,0.1735408,10,0.581733566,11,0.639906923,135975.070521327,140676.93,NA,17.9,17.6,-0.3,6.8,7.3,0.5
"01069","AL","Houston",16,0.15356118,67,0.64303744,3,0.0287927,121,138.583333333333,1.17019013171892,1.33181492017119,21,0.2030908,97,0.930964652,77,0.739013177,330163.779421488,266446.708719182,28.36497,17.9,17.6,-0.3,6.8,7.3,0.5
"01071","AL","Jackson",11,0.208867369,47,0.892433305,1,0.0189879,55.0833333333333,52.75,1.03893572744362,1.01173807971153,11,0.2074728,29,0.550650337,25,0.474698566,220545.15322239,172164.303886256,19.42001,17.9,17.6,-0.3,6.8,7.3,0.5
"01073","AL","Jefferson",108,0.163439988,459,0.694619949,19,0.0287533,551.583333333333,594.666666666666,0.835720927037863,0.901664490845123,94,0.1424223,642,0.971559929,376,0.569013292,364831.812455053,294128.446210762,19.97552,17.9,17.6,-0.3,6.8,7.3,0.5
"01075","AL","Lamar",3,0.212977424,9,0.638932273,0,0,12.3333333333333,13.9166666666667,0.864950791313089,0.999904200795134,4,0.2805246,6,0.425954849,10,0.709924748,241560.638108108,177098.630658683,19.54982,17.9,17.6,-0.3,6.8,7.3,0.5
"01077","AL","Lauderdale",17,0.182607201,50,0.537080003,2,0.0214832,80.6666666666667,92.0833333333333,0.871676283921535,0.997458061627563,16,0.1728945,72,0.773395205,70,0.751912005,274112.688099173,197129.668235294,20.32182,17.9,17.6,-0.3,6.8,7.3,0.5
"01079","AL","Lawrence",5,0.149356274,19,0.567553843,1,0.0298713,27.1666666666667,26.6666666666667,0.802844927793211,0.802149761360446,6,0.1773154,16,0.477940078,17,0.507811333,267727.678895705,228470.0865,19.81722,17.9,17.6,-0.3,6.8,7.3,0.5
"01081","AL","Lee",17,0.110207125,76,0.492690675,3,0.0194483,88.0833333333333,103.833333333333,0.598160585461698,0.653076798896373,15,0.1018627,128,0.82979482,109,0.706622152,339127.457029328,249131.588282504,14.80319,17.9,17.6,-0.3,6.8,7.3,0.5
"01083","AL","Limestone",9,0.099133136,56,0.616828401,1,0.0110148,62.0833333333333,75.0833333333333,0.708277241578631,0.809497626312177,9,0.1026764,51,0.561754436,39,0.429576922,263637.117583893,175281.119334073,16.44223,17.9,17.6,-0.3,6.8,7.3,0.5
"01085","AL","Lowndes",3,0.283553875,6,0.56710775,0,0,16.6666666666667,16.5,1.53510791808664,1.59297161614211,2,0.1842129,0,0,2,0.189035917,127112.7246,107953.748484848,NA,17.9,17.6,-0.3,6.8,7.3,0.5
"01087","AL","Macon",4,0.205920206,14,0.720720721,0,0,13,17.0833333333333,0.633065497930363,0.900877146724323,4,0.1947894,9,0.463320463,2,0.102960103,523231.429230769,310090.235121951,18.37947,17.9,17.6,-0.3,6.8,7.3,0.5
"01089","AL","Madison",44,0.125606981,213,0.608051978,12,0.0342564,227.583333333333,285.166666666667,0.663353542419649,0.798860025343145,35,0.102017,330,0.942052361,226,0.645163132,301028.960014646,237181.864558737,15.73919,17.9,17.6,-0.3,6.8,7.3,0.5
"01091","AL","Marengo",3,0.149179513,20,0.994530085,1,0.0497265,25.5833333333333,24.25,1.25402349558028,1.23265389111981,6,0.2941032,19,0.94480358,9,0.447538538,395813.202996743,376333.156701031,32.37221,17.9,17.6,-0.3,6.8,7.3,0.5
"01093","AL","Marion",3,0.099104754,24,0.79283803,2,0.066069836,22.8333333333333,26.4166666666667,0.752904452578011,0.8806142631731,7,0.2308174,17,0.561593604,20,0.660698358,366487.665985401,284759.956088328,21.94201,17.9,17.6,-0.3,6.8,7.3,0.5
"01095","AL","Marshall",21,0.22190287,71,0.750243036,3,0.0317004,89.1666666666667,107.833333333333,0.940814833572494,1.13321493251504,14,0.1477167,71,0.750243036,60,0.6340082,362775.772373832,276264.44114374,36.07156,17.9,17.6,-0.3,6.8,7.3,0.5
"01097","AL","Mobile",60,0.144535475,229,0.55164373,9,0.0216803,463.333333333333,512.25,1.11933567830132,1.23482532856358,55,0.1328708,253,0.60945792,217,0.522736635,341039.156805755,270103.014914592,26.29706,17.9,17.6,-0.3,6.8,7.3,0.5
"01099","AL","Monroe",6,0.273385884,15,0.68346471,1,0.0455643,25.5833333333333,26,1.13190573105625,1.20761727821644,6,0.2654632,9,0.410078826,10,0.45564314,328256.043127036,270652.604230769,30.31662,17.9,17.6,-0.3,6.8,7.3,0.5
"01101","AL","Montgomery",37,0.163580015,141,0.623372489,6,0.0265265,195.083333333333,229.333333333333,0.847639282957273,1.01318465437591,28,0.1216603,210,0.928427112,141,0.623372489,491174.299530115,395557.02,27.33381,17.9,17.6,-0.3,6.8,7.3,0.5
"01103","AL","Morgan",16,0.133771435,95,0.794267894,2,0.0167214,100.333333333333,129.333333333333,0.833367941636558,1.08672514816433,18,0.1495079,99,0.827710753,67,0.560167883,287712.557142857,195545.100541237,24.98379,17.9,17.6,-0.3,6.8,7.3,0.5
"01105","AL","Perry",4,0.407083249,6,0.610624873,0,0,18.75,12,1.84166584814851,1.25339461040318,4,0.3928887,1,0.101770812,6,0.610624873,221439.5712,243663.6875,45.93053,17.9,17.6,-0.3,6.8,7.3,0.5
"01107","AL","Pickens",4,0.196415419,8,0.392830837,0,0,23.9166666666667,25,1.23250021472129,1.23007282031096,7,0.3607318,8,0.392830837,6,0.294623128,190677.403902439,146601.6656,29.51185,17.9,17.6,-0.3,6.8,7.3,0.5
"01109","AL","Pike",6,0.179699901,20,0.598999671,1,0.02995,40.1666666666667,39.4166666666667,1.21049565025214,1.18418153778365,7,0.2109578,33,0.988349456,22,0.658899638,314543.67186722,275970.531247357,29.14332,17.9,17.6,-0.3,6.8,7.3,0.5
"01111","AL","Randolph",3,0.133102622,18,0.798615733,1,0.0443675,18.1666666666667,24.6666666666667,0.801176038221242,1.08893990228972,4,0.1764057,9,0.399307866,7,0.310572785,387949.429541284,239700.575675676,22.81051,17.9,17.6,-0.3,6.8,7.3,0.5
"01113","AL","Russell",12,0.20131526,38,0.637498322,1,0.0167763,52.8333333333333,63.8333333333333,0.913755332641531,1.09732058951615,11,0.1902456,44,0.738155952,21,0.352301704,532816.013943218,359483.407832898,30.69507,17.9,17.6,-0.3,6.8,7.3,0.5
"01115","AL","St. Clair",14,0.161481943,56,0.645927771,3,0.0346033,65.8333333333333,73.75,0.772356292846221,0.837887274338495,12,0.1407839,49,0.5651868,44,0.507514678,310506.232405063,210076.533966102,21.64428,17.9,17.6,-0.3,6.8,7.3,0.5
"01117","AL","Shelby",26,0.125813554,98,0.474220319,5,0.0241949,101.416666666667,128.25,0.504708678998644,0.608910750064096,26,0.1293912,141,0.682296581,132,0.638745736,259649.935316352,190094.982612086,13.96442,17.9,17.6,-0.3,6.8,7.3,0.5
"01119","AL","Sumter",3,0.227859638,17,1.291204618,0,0,16.9166666666667,20.8333333333333,1.25989920806336,1.59764826175869,5,0.372384,7,0.53167249,6,0.455719277,264816.725320197,183035.532,33.49292,17.9,17.6,-0.3,6.8,7.3,0.5
"01121","AL","Talladega",9,0.110671159,73,0.897666068,2,0.0245936,89.25,95.25,1.09158288691568,1.18909404142167,12,0.1467675,49,0.602542977,37,0.454981432,282521.601680672,203738.25144357,24.21062,17.9,17.6,-0.3,6.8,7.3,0.5
"01123","AL","Tallapoosa",6,0.145754889,36,0.874529333,1,0.0242925,34.4166666666667,45.0833333333333,0.836005311568856,1.10696425794518,8,0.1943257,20,0.48584963,17,0.412972185,406724.045811138,247876.216857671,29.14394,17.9,17.6,-0.3,6.8,7.3,0.5
"01125","AL","Tuscaloosa",21,0.103851403,112,0.553874152,4,0.0197812,152.166666666667,173.833333333333,0.766212142574204,0.843433510268378,22,0.1107777,161,0.796194093,110,0.543983542,316755.507272727,253898.373652924,19.58651,17.9,17.6,-0.3,6.8,7.3,0.5
"01127","AL","Walker",10,0.152739381,45,0.687327214,2,0.0305479,62.4166666666667,75,0.942550953121618,1.15443225021934,10,0.1510095,41,0.626231461,34,0.519313895,349148.022216288,256095.971866667,28.19958,17.9,17.6,-0.3,6.8,7.3,0.5
"01129","AL","Washington",2,0.118807176,9,0.534632292,0,0,17.3333333333333,15.6666666666667,1.01311200732558,0.934988461844513,4,0.2337951,3,0.178210764,6,0.356421528,77989.6846153846,78852.3089361702,13.27064,17.9,17.6,-0.3,6.8,7.3,0.5
"01131","AL","Wilcox",7,0.630744278,8,0.720850604,0,0,21.0833333333333,19.1666666666667,1.84439973172368,1.74464469931428,6,0.5248885,5,0.450531627,5,0.450531627,121597.864980237,112380.323478261,32.04868,17.9,17.6,-0.3,6.8,7.3,0.5
"01133","AL","Winston",8,0.33126294,18,0.745341615,0,0,25.4166666666667,26.1666666666667,1.05428350201869,1.09920884968144,7,0.2903601,10,0.414078675,15,0.621118012,241756.660327869,199345.725095541,29.09779,17.9,17.6,-0.3,6.8,7.3,0.5
"02013","AK","Aleutians East",4,1.19047619,0,0,0,0,5,5,1.58177791838026,1.51699029126214,3,0.9490668,1,0.297619048,1,0.297619048,83763.834,63889.664,NA,12.1,13.3,1.2,4.4,4.4,0
"02016","AK","Aleutians West",3,0.52173913,1,0.173913043,0,0,5.41666666666667,4,0.97650381587645,0.708340711882415,3,0.5408329,0,0,2,0.347826087,92417.0713846154,91141.775,NA,12.1,13.3,1.2,4.4,4.4,0
"02020","AK","Anchorage",32,0.106308761,60,0.199328926,12,0.0398658,116.25,122.333333333333,0.389303774153578,0.41025021909821,25,0.0837212,204,0.677718348,231,0.767416365,534784.16911828,467186.635422343,25.97331,12.1,13.3,1.2,4.4,4.4,0
"02050","AK","Bethel",22,1.231251399,7,0.391761809,0,0,56.75,50.5,3.19790375295841,2.81055209260908,16,0.9016116,7,0.391761809,7,0.391761809,343122.896035242,425981.252871287,55.44497,12.1,13.3,1.2,4.4,4.4,0
"02060","AK","Bristol Bay",2,2.089864159,1,1.044932079,0,0,2,1,2.01816347124117,1.11358574610245,1,1.009082,0,0,2,2.089864159,NA,NA,NA,12.1,13.3,1.2,4.4,4.4,0
"02068","AK","Denali",0,0,4,2.082248829,0,0,0,NA,0,NA,0,0,2,1.041124414,7,3.64393545,0,0,NA,12.1,13.3,1.2,4.4,4.4,0
"02070","AK","Dillingham",6,1.202886929,3,0.601443464,0,0,9,8.16666666666667,1.78784266984505,1.64849952900013,6,1.191895,1,0.200481155,2,0.40096231,338984.501111111,345043.85877551,80.59277,12.1,13.3,1.2,4.4,4.4,0
"02090","AK","Fairbanks North Star",7,0.070453013,27,0.271747335,4,0.0402589,24.9166666666667,27.25,0.248490771767459,0.270861289200338,8,0.079783,49,0.49317109,65,0.654206548,664184.200535117,523589.397798165,24.84908,12.1,13.3,1.2,4.4,4.4,0
"02100","AK","Haines",3,1.16913484,0,0,0,0,3,3,1.17554858934169,1.20192307692308,2,0.783699,1,0.389711613,6,2.33826968,NA,NA,NA,12.1,13.3,1.2,4.4,4.4,0
"02105","AK","Hoonah-Angoon",4,0,3,0,0,0,7,6,3.28792860497886,2.88739172281039,2,0.9394082,2,0,3,0,98734.2642857143,104228.465,NA,12.1,13.3,1.2,4.4,4.4,0
"02110","AK","Juneau",6,0.185150898,9,0.277726347,3,0.092575449,13.1666666666667,11.75,0.404431338821313,0.361894788715042,5,0.1535815,31,0.956612973,29,0.894896007,489246.416202532,476496.263829787,12.78161,12.1,13.3,1.2,4.4,4.4,0
"02122","AK","Kenai Peninsula",19,0.330567009,24,0.417558328,2,0.0347965,34,37.3333333333333,0.597539543057997,0.63811119087501,11,0.1933216,39,0.678532282,77,1.339666301,302535.560294118,248258.464285714,17.59415,12.1,13.3,1.2,4.4,4.4,0
"02130","AK","Ketchikan Gateway",4,0.290128382,4,0.290128382,0,0,8,8,0.580593657014297,0.581987487269024,3,0.2177226,12,0.870385145,12,0.870385145,562338.955,507825.4225,NA,12.1,13.3,1.2,4.4,4.4,0
"02150","AK","Kodiak Island",5,0.357500358,1,0.071500072,0,0,10.0833333333333,9,0.708148980499567,0.655403437226915,3,0.2106889,7,0.500500501,11,0.786500787,205897.424132231,172333.164444444,NA,12.1,13.3,1.2,4.4,4.4,0
"02164","AK","Lake and Peninsula",1,0.613120785,0,0,0,0,6.25,8.5,3.77871825876663,5.44174135723431,3,1.813785,0,0,0,0,70451.5776,89282.2505882353,NA,12.1,13.3,1.2,4.4,4.4,0
"02170","AK","Matanuska-Susitna",10,0.10216383,21,0.214544043,3,0.0306491,36.5833333333333,43.8333333333333,0.38949516458167,0.420000319391878,8,0.0851743,43,0.439304469,50,0.51081915,515512.213667426,381813.339467681,16.80837,12.1,13.3,1.2,4.4,4.4,0
"02180","AK","Nome",17,1.731689926,1,0.101864113,0,0,28.5833333333333,25.75,2.88283745167255,2.59655137642432,18,1.815431,1,0.101864113,10,1.018641133,338898.067172012,394651.908737864,75.51067,12.1,13.3,1.2,4.4,4.4,0
"02185","AK","North Slope",8,0.824487272,3,0.309182727,0,0,13,12.25,1.34812817587888,1.27524463876744,8,0.8296174,2,0.206121818,5,0.515304545,291025.314615385,251279.887346939,60.03978,12.1,13.3,1.2,4.4,4.4,0
"02188","AK","Northwest Arctic",7,0.907088247,3,0.388752106,0,0,19,21.25,2.43277848911652,2.76945132282028,14,1.792574,2,0.25916807,1,0.129584035,315458.513157895,293506.608470588,131.3665,12.1,13.3,1.2,4.4,4.4,0
"02195","AK","Petersburg",3,0,4,0,0,0,3,4,0.780437044745057,1.2702445220705,3,0.7804371,4,0,1,0,NA,180835.06,NA,12.1,13.3,1.2,4.4,4.4,0
"02198","AK","Prince of Wales-Hyder",6,0,6,0,0,0,7.83333333333333,7,1.36208195676114,1.10288325193005,4,0.6955312,3,0,2,0,255922.857446809,265761.928571429,36.22884,12.1,13.3,1.2,4.4,4.4,0
"02220","AK","Sitka",4,0.449438202,2,0.224719101,0,0,3.16666666666667,3.16666666666667,0.35006264278871,0.358625896564741,3,0.3316383,4,0.449438202,8,0.898876404,NA,358411.733684211,NA,12.1,13.3,1.2,4.4,4.4,0
"02230","AK","Skagway",2,0,1,0,0,0,1,1,1.04275286757039,0.919117647058823,0,0,2,0,10,0,NA,NA,NA,12.1,13.3,1.2,4.4,4.4,0
"02240","AK","Southeast Fairbanks",3,0.432837974,6,0.865675949,0,0,7,6,0.979843225083987,0.87260034904014,3,0.4199328,2,0.28855865,7,1.009955273,222884.207142857,202538.203333333,NA,12.1,13.3,1.2,4.4,4.4,0
"02261","AK","Valdez-Cordova",8,0.84317032,7,0.73777403,0,0,16.3333333333333,15.75,1.68090288497822,1.68359166221272,5,0.5145621,9,0.94856661,15,1.580944351,76042.9297959184,65757.7949206349,19.09355,12.1,13.3,1.2,4.4,4.4,0
"02270","AK","Wade Hampton",14,1.747815231,1,0.124843945,0,0,21.75,19.5,2.78524779101037,NA,16,2.048918,0,0,0,0,493181.856551724,579463.604615385,105.4688,12.1,13.3,1.2,4.4,4.4,0
"02275","AK","Wrangell",2,0,1,0,0,0,2.5,2,1.04036620890553,0.829531314807134,2,0.8322929,1,0,1,0,NA,NA,NA,12.1,13.3,1.2,4.4,4.4,0
"02282","AK","Yakutat",2,3.149606299,0,0,0,0,2,2,2.9940119760479,3.32778702163062,2,2.994012,0,0,0,0,NA,NA,NA,12.1,13.3,1.2,4.4,4.4,0
"02290","AK","Yukon-Koyukuk",9,1.622498648,4,0.72111051,0,0,38.4166666666667,33.4166666666667,6.6580011554015,6.04717094945108,10,1.733102,0,0,1,0.180277628,90933.9285032538,83256.1921197007,31.58098,12.1,13.3,1.2,4.4,4.4,0
"04001","AZ","Apache",9,0.125299326,40,0.556885894,0,0,59.5,50.3333333333333,0.812897055809823,0.688441477915162,30,0.4098641,16,0.222754358,18,0.250598652,386674.568907563,387090.317284768,40.52927,19.7,19.2,-0.5,8.1,7.4,-0.7
"04003","AZ","Cochise",19,0.149080409,56,0.43939489,3,0.023539,101.333333333333,92,0.767165324127349,0.731493996978612,16,0.1211314,61,0.478626577,96,0.753248384,344038.721644737,344830.280869565,18.39016,19.7,19.2,-0.5,8.1,7.4,-0.7
"04005","AZ","Coconino",21,0.152525385,77,0.559259743,3,0.0217893,77.5,96.75,0.569806853857409,0.68661821897976,23,0.169104,120,0.871573626,162,1.176624395,511542.136129032,341871.661085271,15.70852,19.7,19.2,-0.5,8.1,7.4,-0.7
"04007","AZ","Gila",7,0.131779589,33,0.621246635,2,0.0376513,43.8333333333333,41.5,0.824803050830448,0.774889834939129,9,0.1693512,34,0.640072291,55,1.035411058,457717.258174905,415595.88626506,26.86932,19.7,19.2,-0.5,8.1,7.4,-0.7
"04009","AZ","Graham",6,0.15807361,17,0.447875227,1,0.0263456,25.25,26,0.674844986102202,0.691507752865768,5,0.1336327,16,0.421529626,12,0.316147219,490804.963564356,401116.818846154,24.11228,19.7,19.2,-0.5,8.1,7.4,-0.7
"04011","AZ","Greenlee",2,0.213995292,6,0.641985876,0,0,9.58333333333333,9.91666666666667,1.08876770430963,1.03158916744686,1,0.1136105,2,0.213995292,7,0.748983522,96642.3620869565,85793.905210084,NA,19.7,19.2,-0.5,8.1,7.4,-0.7
"04012","AZ","La Paz",7,0.346003658,18,0.889723691,1,0.0494291,32.3333333333333,34.1666666666667,1.59426721233338,1.68167872553363,7,0.3451506,15,0.741436409,30,1.482872819,188261.144226804,153323.062243902,22.56008,19.7,19.2,-0.5,8.1,7.4,-0.7
"04013","AZ","Maricopa",494,0.120865406,984,0.240752145,95,0.0232433,2094.5,2144.83333333333,0.531306496499769,0.505499611084649,419,0.1062867,2781,0.68041841,2384,0.583285684,452618.946349964,354004.186632993,21.27191,19.7,19.2,-0.5,8.1,7.4,-0.7
"04015","AZ","Mohave",19,0.09342991,90,0.442562733,4,0.0196695,128.083333333333,151.333333333333,0.629915967488631,0.737315813150531,20,0.0983603,114,0.560579462,129,0.634339918,544510.531268705,357947.171894273,21.20813,19.7,19.2,-0.5,8.1,7.4,-0.7
"04017","AZ","Navajo",14,0.129508515,57,0.527284669,2,0.0185012,83.75,86.4166666666667,0.782023269277457,0.785420415780513,25,0.2334398,54,0.499532844,78,0.721547442,607584.524179104,495089.156528447,30.07968,19.7,19.2,-0.5,8.1,7.4,-0.7
