"UACE10","GEOID10","NAME10","state","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"21772","21772","Cushing, OK","OK",11431984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22042","22042","Dallas--Fort Worth--Arlington, TX","TX",4612319701,730,453,120,10,100,5,14,5,0,15,6,35250650,673324552,3478.7291,6361139,330986,163.1673,251383854
"22069","22069","Dalton, GA","GA",209237747,10,10,0,0,0,0,2,0,0,1,0,17125,604741,65.5901,0,0,1.2791,0
"22096","22096","Danbury, CT--NY","CT",341046919,43,29,2,0,100,1,1,0,0,2,0,276016,8047086,178.0275,0,0,7.6937,2701227
"22204","22204","Danville, IL","IL",77199252,19,19,2,0,50,0,2,0,0,1,0,0,1408504,88.1417,0,0,2.3295,0
"22253","22253","Danville, VA--NC","VA",107858331,18,12,3,0,33.3333333333333,2,2,0,0,2,0,300667,2896477,149.2792,0,0,12.8264,0
"22312","22312","Darien, GA","GA",8126145,59,59,1,0,0,0,2,0,0,1,0,69122,3591325,69.7033,0,0,0.9041,0
"22366","22366","Davenport, IA--IL","IA",357696091,42,31,8,0,100,5,6,0,1,5,6,1561116,30367658,1122.3736,0,0,56.1169,8733495
"22366","22366","Davenport, IA--IL","IL",357696091,59,46,14,28.5714285714286,57.1428571428571,5,6,0,1,5,6,1561116,30367658,1122.3736,0,0,56.1169,8733495
"22420","22420","Davis, CA","CA",36571036,21,21,4,0,50,1,1,0,0,2,0,4491471,6910921,405.3764,0,0,9.2096,757260
"22528","22528","Dayton, OH","OH",909334087,147,77,11,45.4545454545455,81.8181818181818,2,3,0,0,3,2,5829412,69865266,512.6753,0,0,32.4749,38244241
"22690","22690","Decatur, AL","AL",151169361,28,28,0,0,0,0,1,0,0,1,0,75384,1313759,69.2801,0,0,5.7621,404288
"22717","22717","Decatur, IL","IL",153201774,24,19,2,0,50,1,1,0,0,0,2,0,7301277,170.1795,0,0,13.8671,2370612
"22798","22798","Decorah, IA","IA",13379356,23,23,1,100,100,0,2,0,0,1,0,407883,2160864,37.4383,0,0,1.27,0
"22960","22960","DeKalb, IL","IL",66762206,32,26,0,0,0,2,2,0,0,2,2,2163792,7857729,402.7667,0,0,11.6197,790527
"22987","22987","Delano, CA","CA",25683187,0,0,2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"23176","23176","Delphos, OH","OH",10833137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23203","23203","Del Rio, TX","TX",50259722,17,15,2,0,50,2,2,0,0,2,0,207208,1327643,138.4572,0,0,2.8975,0
"23365","23365","Demopolis, AL","AL",13136067,31,31,0,0,0,0,2,0,0,1,0,50667,1929501,128.702,0,0,17.0582,0
"23473","23473","Denton, MD","MD",11791876,20,12,1,0,0,2,2,0,0,2,0,105604,1142609,89.3989,0,0,2.6299,0
"23500","23500","Denton--Lewisville, TX","TX",376268169,141,67,15,6.66666666666667,100,1,5,0,0,3,3,3814659,30763983,1227.8715,259623,12342,29.498,14234113
"23527","23527","Denver--Aurora, CO","CO",1726575448,913,286,376,5.0531914893617,35.1063829787234,2,2,5,0,4,5,101238763,665624689,2868.7241,8558909,490485,162.7579,376406192
"23743","23743","Des Moines, IA","IA",517188950,152,85,10,30,40,1,3,0,0,3,0,3722798,30966911,374.3959,0,0,18.5121,10443038
"23824","23824","Detroit, MI","MI",3460552155,289,231,14,50,85.7142857142857,2,4,5,0,7,4,5568309,206023891,59342.42,2992,136,85.2255,94294482
"23851","23851","Detroit Lakes, MN","MN",14942428,5,5,1,0,0,0,2,0,0,1,0,60260,509735,68.3749,0,0,4.4099,0
"23878","23878","Devils Lake, ND","ND",8345818,6,6,0,0,0,0,2,0,0,1,0,41365,389877,66.0249,0,0,3.2472,0
"24094","24094","Dickinson, ND","ND",19586299,13,13,0,0,0,0,2,0,0,1,0,144142,1267111,85.7837,0,0,2.464,0
"24283","24283","Dixon, CA","CA",16068747,10,10,1,0,0,0,2,0,0,1,0,38199,1184772,162.9448,0,0,2.4547,0
"24310","24310","Dixon, IL","IL",25513555,26,26,1,0,0,2,2,0,0,2,0,49242,1762005,112.1725,0,0,3.1393,0
"24337","24337","Dodge City, KS","KS",27885255,10,5,0,0,0,2,2,0,0,2,0,0,608369,83.4055,0,0,4.4607,0
"24391","24391","Donaldsonville, LA","LA",41362504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24472","24472","Dothan, AL","AL",143862510,28,11,0,0,0,0,3,0,0,1,1,49377,2764356,167.8299,0,0,4.1882,0
"24499","24499","Douglas, AZ","AZ",14681439,7,5,0,0,0,2,2,0,0,2,0,204,614632,75.275,0,0,4.7139,0
"24580","24580","Dover, DE","DE",191557569,547,0,36,5.55555555555556,33.3333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0
"24607","24607","Dover--Rochester, NH--ME","NH",172170546,22,15,12,50,100,2,1,0,0,3,0,333574,8637422,411.5091,0,0,23.4017,1983722
"24634","24634","Dowagiac, MI","MI",8985213,2,2,0,0,0,0,2,0,0,0,1,17330,173337,53.0569,0,0,5.1044,0
"24823","24823","Dubuque, IA--IL","IA",87456010,20,15,6,0,0,1,3,0,0,3,0,329599,5363866,252.219,0,0,15.4144,0
"24850","24850","Duluth, MN--WI","MN",182200139,64,57,2,0,50,1,1,0,0,2,0,1413208,18875715,172.8856,0,0,11.013,7007966
"25147","25147","Durango, CO","CO",24182921,13,10,2,50,50,2,2,0,0,2,0,245102,2121417,130.109,0,0,10.6716,0
"25201","25201","Durant, OK","OK",26219068,25,25,0,0,0,0,2,0,0,1,0,10271,1329020,38.4088,0,0,1.5375,0
"25228","25228","Durham, NC","NC",470815650,91,51,19,0,21.0526315789474,5,5,0,0,6,4,266893,78195548,1382.1368,0,0,62.4882,30453189
"25714","25714","Eastman, GA","GA",14614942,4,4,0,0,0,0,2,0,0,0,1,4380,164775,33.6344,0,0,2.5715,0
"25795","25795","East Prairie, MO","MO",5251732,6,6,1,0,0,0,2,0,0,1,0,16105,318074,41.196,0,0,2.0417,0
"25876","25876","East Tawas, MI","MI",8124926,6,6,1,0,100,0,2,0,0,1,0,50477,469804,73.201,0,0,3.1549,0
"25957","25957","Eaton, OH","OH",10129890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26011","26011","Eatonton, GA","GA",8572623,3,3,0,0,0,0,2,0,0,1,0,22651,239276,46.1834,0,0,2.0571,0
"26038","26038","Eau Claire, WI","WI",178645406,42,26,1,0,100,1,2,0,0,1,2,1005746,5606913,162.808,0,0,13.6674,1364344
"26173","26173","Edgerton, WI","WI",13356065,1,1,0,0,0,0,2,0,0,0,1,12425,81872,28.7573,0,0,1.411,0
"26308","26308","Effingham, IL","IL",22175729,13,13,0,0,0,0,2,0,0,1,0,13146,865665,58.8048,0,0,1.6096,0
"26362","26362","Elberton, GA","GA",13657080,4,4,0,0,0,0,2,0,0,1,0,15856,365906,83.9426,0,0,1.4189,0
"26416","26416","El Centro--Calexico, CA","CA",77843508,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26524","26524","El Dorado, KS","KS",23318815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26686","26686","Elizabeth City, NC","NC",43973963,15,15,2,0,0,0,2,0,0,1,0,0,1792847,60.2354,0,0,1.5717,0
"26750","26750","Elizabethtown--Radcliff, KY","KY",147432834,29,26,1,100,100,1,2,0,0,3,0,1996394,3133057,102.1901,0,0,10.2047,1012122
"26794","26794","Elkhart, IN--MI","IN",237913830,16,9,0,0,0,1,1,0,0,0,2,215646,3348054,125.6702,0,0,10.964,2085363
"26821","26821","Elkhorn, WI","WI",26635335,12,12,0,0,0,0,2,0,0,0,1,81992,820143,33.3948,0,0,1.1128,0
"26875","26875","Elkins, WV","WV",15843803,12,7,0,0,0,2,2,0,0,2,0,19676,545072,68.8637,0,0,2.0871,0
"26902","26902","Elko, NV","NV",26635223,10,10,0,0,0,0,2,0,0,1,0,18017,795562,88.9492,0,0,2.5946,0
"26983","26983","Ellensburg, WA","WA",22914582,11,6,0,0,0,2,2,0,0,2,0,0,2236757,152.2254,0,0,3.6235,0
"27118","27118","Elmira, NY","NY",97905461,24,17,2,0,100,3,1,0,0,1,2,218711,6711741,408.9729,0,0,20.061,0
"27253","27253","El Paso, TX--NM","TX",649168060,177,112,52,0,100,3,3,1,0,2,3,4152555,56766698,3915.6485,3062,454,27.4539,26650304
"27261","27261","El Paso de Robles (Paso Robles)--Atascadero, CA","CA",82069173,3,3,0,0,0,0,1,0,0,0,1,15145,387214,174.7356,0,0,2.0609,0
"27361","27361","Ely, NV","NV",6597485,3,3,0,0,0,0,2,0,0,1,0,5272,202198,80.7178,0,0,2.4659,0
"27469","27469","Emmett, ID","ID",14558902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27523","27523","Emporia, KS","KS",28731981,10,8,0,0,0,2,2,0,0,2,0,37594,761686,111.1885,0,0,3.9193,0
"27550","27550","Emporia, VA","VA",14984906,2,2,0,0,0,2,0,0,0,1,0,13354,197371,64.627,0,0,1.4106,0
"27631","27631","Enid, OK","OK",62160120,40,40,1,0,100,0,4,0,0,2,0,121808,1742650,65.3536,0,0,3.2518,0
"27766","27766","Erie, PA","PA",212590702,71,43,5,0,0,1,1,0,0,2,0,2313112,17743743,252.8832,0,0,10.7954,3237889
"27847","27847","Escanaba, MI","MI",46637896,19,19,1,0,100,0,2,0,0,1,0,85511,1701996,88.4705,0,0,3.5027,0
"27874","27874","Espanola, NM","NM",74148597,0,0,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"27928","27928","Estes Park, CO","CO",19397277,5,5,0,0,0,2,0,0,0,0,1,0,641694,110.5035,0,0,9.96,0
"28090","28090","Eufaula, AL--GA","AL",19508583,3,3,0,0,0,0,2,0,0,1,0,7210,215737,374.5434,0,0,6.901,0
"28117","28117","Eugene, OR","OR",223998673,115,45,36,0,47.2222222222222,5,3,0,0,2,4,9713573,49426830,787.6376,0,0,56.3002,16894332
"28198","28198","Eureka, CA","CA",47950135,14,9,2,0,100,5,2,0,0,2,2,841500,6109862,463.4005,0,0,18.0419,0
"28225","28225","Eureka, IL","IL",6757177,8,8,0,0,0,0,2,0,0,1,0,48167,404365,44.3091,0,0,1.0456,0
"28306","28306","Evanston, WY","WY",18201295,4,4,2,0,0,0,2,0,0,1,0,3321,87888,29.0635,0,0,1.0589,0
"28333","28333","Evansville, IN--KY","IN",307812462,27,17,3,0,100,1,1,0,0,2,0,1445960,8009423,179.4165,0,0,10.4315,2747160
"28495","28495","Excelsior Springs, MO","MO",18055151,4,4,3,0,33.3333333333333,2,0,0,0,1,0,50585,243005,62.1496,0,0,1.8302,0
"28549","28549","Fairbanks, AK","AK",142472507,14,9,2,50,50,1,1,0,0,2,0,520,7022998,352.7418,0,0,6.6164,0
"28657","28657","Fairfield, CA","CA",102399929,32,15,5,0,20,2,1,0,0,0,3,433386,11941036,628.2396,0,0,10.9892,2704447
"28846","28846","Fairmont, MN","MN",16701443,9,6,1,0,0,2,2,0,0,2,0,29668,1147944,91.0392,0,0,3.716,0
"28873","28873","Fairmont, WV","WV",67658595,28,14,1,0,0,2,2,0,0,2,0,338922,2488083,284.3349,0,0,9.9096,0
"28981","28981","Fajardo, PR","PR",131596513,2,2,0,0,0,1,1,0,0,2,0,0,34327,132.6161,0,0,15,0
"29035","29035","Fallon, NV","NV",36643031,9,9,0,0,0,2,2,0,0,2,0,18133,426229,91.7213,0,0,2.9529,0
"29089","29089","Fargo, ND--MN","MN",181819209,11,8,2,0,50,2,4,0,0,1,4,877457,16317129,437.7896,0,0,33.1613,5035646
"29089","29089","Fargo, ND--MN","ND",181819209,39,26,6,0,0,2,4,0,0,1,4,877457,16317129,437.7896,0,0,33.1613,5035646
"29278","29278","Farmington, NM","NM",91478202,13,9,0,0,0,1,1,0,0,0,2,2884,1274170,84.0733,0,0,4.2833,0
"29332","29332","Farmville, VA","VA",17850998,7,4,1,0,0,2,2,0,0,2,0,8061,621194,75.1536,0,0,10.7723,0
"29440","29440","Fayetteville, NC","NC",513119440,37,18,2,0,50,1,4,0,0,3,2,304953,11846120,377.2016,0,0,31.3576,7539743
"29494","29494","Fayetteville--Springdale--Rogers, AR--MO","AR",486551383,24,20,4,0,100,2,2,0,0,4,0,2043749,6925273,306.2289,0,0,17.3199,0
"29575","29575","Fergus Falls, MN","MN",15733279,16,9,0,0,0,2,2,0,0,2,0,20691,1752456,105.3558,0,0,3.7285,0
"29602","29602","Fernandina Beach, FL","FL",62388480,18,13,1,0,100,2,2,0,0,2,0,19844,1239558,111.2837,0,0,2.5725,0
"29737","29737","Findlay, OH","OH",61726352,17,17,0,0,0,0,2,0,0,1,0,1987,1522102,38.756,0,0,1.5446,0
"29791","29791","Fitzgerald, GA","GA",22749468,6,6,0,0,0,0,2,0,0,0,1,12445,381757,53.43,0,0,1.518,0
"29818","29818","Flagstaff, AZ","AZ",89950706,29,20,2,0,0,1,2,0,0,2,1,870905,8726488,528.9509,0,0,21.7129,4440811
"29872","29872","Flint, MI","MI",611006681,220,119,50,0,40,1,2,0,0,2,1,2445588,39543397,272.984,0,0,12.6135,14370520
"29953","29953","Florence, AL","AL",161235248,25,18,0,0,0,0,2,0,0,1,0,258534,1248304,101.9744,0,0,5.67,508173
"30061","30061","Florence, SC","SC",183859253,24,19,2,0,50,1,1,0,0,2,0,178398,4153806,155.777,0,0,7.3792,0
"30223","30223","Fond du Lac, WI","WI",74813844,20,7,0,0,0,2,2,0,0,1,2,141258,1803380,313.6694,0,0,24.7592,0
"30628","30628","Fort Collins, CO","CO",282359616,49,37,13,0,23.0769230769231,4,4,0,0,4,2,2159706,16929615,695.4839,0,0,46.8891,6747924
"30682","30682","Fort Dodge, IA","IA",33057793,18,18,4,0,100,2,4,0,0,3,0,139343,1514060,141.531,0,0,8.6095,0
"30817","30817","Fort Morgan, CO","CO",12626373,55,51,0,0,0,2,2,0,0,2,0,744925,1956752,105.882,0,0,5.6313,0
"30925","30925","Fort Smith, AR--OK","AR",183297944,27,27,4,0,50,1,3,0,0,3,0,219293,3125800,240.7721,0,0,11.5349,0
"31033","31033","Fort Valley, GA","GA",12541933,3,3,1,100,100,0,2,0,0,0,1,4473,201349,54.2573,0,0,2.0259,0
"31087","31087","Fort Wayne, IN","IN",445521571,40,25,4,75,75,1,1,0,0,2,0,818572,14286524,222.5578,0,0,14.2509,4213430
"31195","31195","Frankenmuth, MI","MI",7116006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31222","31222","Frankfort, IN","IN",20067751,7,7,1,100,100,0,2,0,0,1,0,27020,462139,46.9081,0,0,3.0317,0
"31249","31249","Frankfort, KY","KY",55897718,98,94,2,0,50,4,4,0,0,4,0,86915,6932639,199.1998,0,0,5.95,0
"31303","31303","Franklin, LA","LA",27198814,7,7,1,0,0,0,2,0,0,1,0,1077,241551,101.9203,0,0,1.1911,0
"31384","31384","Franklin, NC","NC",23676011,13,11,1,0,0,2,2,0,0,2,0,59132,795189,75.9973,0,0,3.6112,0
"31519","31519","Frederick, MD","MD",190026642,34,20,4,0,75,2,2,0,0,2,2,168264,8639667,281.3333,0,0,10.7016,2221023
"31546","31546","Frederick, OK","OK",5793325,111,111,1,100,100,0,2,0,0,1,0,67233,2741773,27.9878,0,0,1.5695,0
"31600","31600","Fredericksburg, VA","VA",201957320,20,20,3,0,0,1,0,0,0,1,0,189812,3805624,93.2797,0,0,3.4815,0
"31681","31681","Freeport, IL","IL",35949261,14,14,0,0,0,0,2,0,0,1,0,55844,735248,61.3064,0,0,2.9516,0
"31789","31789","Fremont, OH","OH",31870881,14,10,1,0,0,2,2,0,0,2,0,12980,1142430,124.8035,0,0,3.2176,0
"31843","31843","Fresno, CA","CA",441050251,145,102,5,0,60,3,3,0,0,1,3,2058367,62815541,417.6798,0,0,20.0445,16675713
"32032","32032","Fulton, KY--TN","KY",7335693,56,56,2,0,0,0,2,0,0,1,0,170806,2252153,41.2596,0,0,0.899,0
"32086","32086","Fulton, MO","MO",17025785,11,11,0,0,0,0,2,0,0,1,0,17004,482978,32.8937,0,0,1.0888,0
"32113","32113","Gadsden, AL","AL",186532937,14,8,1,0,0,1,3,0,0,3,0,21850,1462489,185.6834,0,0,9.3374,0
"32167","32167","Gainesville, FL","FL",225573985,144,99,8,0,0,1,2,0,0,1,2,11134694,24741502,203.7238,0,0,16.7174,10435714
"32194","32194","Gainesville, GA","GA",327020565,25,17,2,0,0,1,1,0,0,2,0,86921,1258817,120.7729,0,0,4.384,0
"32329","32329","Galesburg, IL","IL",55982174,8,4,1,0,0,2,2,0,0,2,0,39951,2127963,260.6746,0,0,6.8164,0
"32437","32437","Gallup, NM","NM",31442480,6,6,0,0,0,2,0,0,0,1,0,22836,503333,60.4024,0,0,2.8385,0
"32491","32491","Galveston, TX","TX",30382333,28,13,4,0,75,5,4,1,0,7,0,262489,9796337,886.0819,0,0,35.2269,0
"32518","32518","Garden City, KS","KS",33408931,13,8,1,0,0,2,2,0,0,2,0,4049,1072226,137.6918,0,0,5.5504,0
"32653","32653","Gastonia, NC--SC","NC",359105089,13,13,2,100,100,2,2,0,0,4,0,200815,3583295,419.9794,0,0,13.0555,0
"32734","32734","Gaylord, MI","MI",26505919,14,14,1,0,0,0,2,0,0,1,0,77392,1175647,64.8812,0,0,1.7649,0
"32850","32850","Geneva, OH","OH",11626190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33004","33004","Georgetown, OH","OH",6309658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33247","33247","Gillette, WY","WY",64299086,10,10,1,0,0,0,2,0,0,1,0,16887,263905,185.7178,0,0,7.9092,0
"33355","33355","Girard, KS","KS",3839877,10,5,1,0,0,2,2,0,0,2,0,1350,584757,88.9755,0,0,4.114,0
"33436","33436","Glasgow, KY","KY",24901535,2,2,1,0,0,2,0,0,0,1,0,413,148588,50.3176,0,0,2.2045,0
"33517","33517","Glendive, MT","MT",11619677,6,6,1,0,0,0,2,0,0,1,0,9770,290299,43.4579,0,0,2.1055,0
"33598","33598","Glens Falls, NY","NY",107682790,6,5,0,0,0,1,1,0,0,2,0,167746,1734241,159.9079,0,0,10.8367,0
"33652","33652","Glenwood Springs, CO","CO",12680094,102,38,39,0,12.8205128205128,6,2,0,0,4,1,4159756,43029686,787.5763,0,0,53.1414,0
"33733","33733","Gloversville, NY","NY",41903279,8,6,1,0,100,2,2,0,0,2,0,31006,777762,231.6811,0,0,6.4368,0
"33814","33814","Goldsboro, NC","NC",137036923,21,16,2,0,0,1,1,0,0,2,0,277864,2395156,106.5032,0,0,8.9602,0
"33868","33868","Gonzales, TX","TX",9583285,3,3,1,100,100,0,2,0,0,0,1,0,141944,111.679,0,0,3.8143,0
"33922","33922","Goodland, KS","KS",6948737,1,1,0,0,0,0,2,0,0,1,0,5958,26767,60.6961,0,0,9.1723,0
"34219","34219","Grand Forks, ND--MN","ND",63328365,22,12,2,0,0,1,1,0,0,2,0,284986,4105875,127.825,0,0,6.6225,1383597
"34246","34246","Grand Island, NE","NE",72717452,13,13,0,0,0,0,1,0,0,1,0,58625,792736,60.1058,0,0,2.4009,0
"34273","34273","Grand Junction, CO","CO",203833208,21,13,4,0,0,1,1,0,0,0,2,360103,4122295,132.3396,0,0,9.4496,0
"34300","34300","Grand Rapids, MI","MI",726620519,179,105,9,11.1111111111111,11.1111111111111,2,2,0,0,3,1,5963119,44920400,332.8172,0,0,28.0171,19192683
"34516","34516","Grants Pass, OR","OR",70529879,15,5,0,0,0,2,1,0,0,3,0,93875,2926025,319.8714,0,0,11.5423,0
"34624","34624","Grayling, MI","MI",10715744,17,17,1,0,100,0,2,0,0,1,0,115685,1418207,64.5314,0,0,3.0923,0
"34705","34705","Great Bend, KS","KS",17214191,8,8,0,0,0,0,4,0,0,2,0,48608,665211,53.7466,0,0,5.4718,0
"34759","34759","Great Falls, MT","MT",80667229,22,13,2,0,50,1,1,0,0,2,0,209554,3762766,141.7861,0,0,9.1683,803457
"34786","34786","Greeley, CO","CO",106742345,24,17,2,0,50,1,1,0,0,2,0,240188,5807966,196.5757,0,0,10.9261,0
"34813","34813","Green Bay, WI","WI",271626827,28,16,1,0,0,1,1,0,0,1,1,840613,6346725,179.7988,0,0,11.9206,1748817
"34975","34975","Greenfield, MA","MA",36577468,30,19,2,50,50,2,2,0,0,0,2,89462,2839130,308.2811,0,0,4.9245,0
"35164","35164","Greensboro, NC","NC",479956630,76,41,20,50,50,2,3,0,0,2,3,1846751,29398523,401.2288,0,0,24.3475,13928272
"35299","35299","Greenville, IL","IL",8798933,14,14,1,0,0,0,2,0,0,1,0,20117,692055,163.9941,0,0,5.0168,0
"35326","35326","Greenville, MI","MI",15974648,6,6,1,0,0,0,2,0,0,1,0,37862,285513,41.0338,0,0,2.5443,0
"35380","35380","Greenville, NC","NC",168593004,14,14,1,0,0,1,2,0,0,2,1,190187,3451804,252.223,0,0,16.0592,0
"35407","35407","Greenville, OH","OH",13139677,7,7,1,0,0,0,2,0,0,1,0,73397,799324,65.8313,0,0,3.4521,0
"35461","35461","Greenville, SC","SC",828959409,22,17,2,0,100,1,1,0,0,2,0,623284,7079263,187.2402,0,0,9.7496,2986052
"35488","35488","Greenville, TX","TX",31260493,19,19,1,0,0,0,2,0,0,1,0,114117,1727546,54.7923,0,0,1.3291,0
"35839","35839","Guadalupe, CA","CA",2744249,2,1,0,0,0,2,2,0,0,0,2,0,617203,262.4715,0,0,10.2394,0
"35866","35866","Guayama, PR","PR",105659039,2,2,0,0,0,0,1,0,0,1,0,0,5003,9.163,0,0,0.1447,0
"35920","35920","Gulfport, MS","MS",426268028,51,22,18,5.55555555555556,5.55555555555556,1,2,0,0,2,1,766814,7549092,207.7903,0,0,13.8452,4683405
"36001","36001","Gunnison, CO","CO",8354413,12,8,0,0,0,2,2,0,0,1,1,0,2459107,167.5075,0,0,11.6369,0
"36082","36082","Guthrie, OK","OK",13775333,34,32,1,0,0,2,2,0,0,2,0,218650,2221220,61.9137,0,0,5.0968,0
"36109","36109","Guymon, OK","OK",12538912,5,5,0,0,0,0,2,0,0,1,0,41032,306923,35.7344,0,0,2.9506,0
"36190","36190","Hagerstown, MD--WV--PA","MD",345182157,12,8,2,50,50,2,2,0,0,4,0,325489,4921766,286.52,0,0,18.5111,0
"36190","36190","Hagerstown, MD--WV--PA","WV",345182157,27,17,0,0,0,2,2,0,0,4,0,325489,4921766,286.52,0,0,18.5111,0
"36217","36217","Hailey, ID","ID",15065691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36406","36406","Hamilton, MT","MT",10825184,6,6,1,0,0,0,2,0,0,1,0,15169,239593,46.9238,0,0,1.3944,0
"36514","36514","Hammond, LA","LA",198512128,16,16,0,0,0,1,1,0,0,2,0,4957,610114,251.8011,0,0,1.3376,0
"36703","36703","Hanford, CA","CA",71970492,736,736,5,20,20,1,3,0,0,1,3,12533685,15569599,278.4573,0,0,27.6973,113110499
"37081","37081","Harrisburg, PA","PA",672163211,114,62,1,100,100,2,2,0,0,2,2,2187497,20724209,347.3511,0,0,13.17,6194292
"37108","37108","Harrison, AR","AR",29109866,65,62,1,0,100,2,2,0,0,2,0,93824,1824043,47.8176,0,0,1.566,0
"37162","37162","Harrisonburg, VA","VA",84234352,41,35,2,0,0,1,1,0,0,2,0,1941875,5248985,129.0837,0,0,9.3857,1247105
"37232","37232","Hart, MI","MI",5125854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37243","37243","Hartford, CT","CT",1336361793,229,220,120,100,100,11,4,1,0,9,6,7718505,169997733,3125.4932,265219,6172,76.4353,58695811
"37513","37513","Hastings, MI","MI",12104656,16,16,1,0,100,0,2,0,0,1,0,90016,1391380,68.4633,0,0,2.5798,0
"37567","37567","Hastings, NE","NE",22579568,13,13,0,0,0,0,2,0,0,1,0,1232,417955,79.9608,0,0,1.124,0
"37594","37594","Hattiesburg, MS","MS",178303256,10,7,2,0,0,1,1,0,0,2,0,92525,1858468,165.2939,0,0,3.7527,0
"37702","37702","Havre, MT","MT",10957821,6,6,1,100,100,2,0,0,0,1,0,0,313672,236.0211,0,0,2.2912,0
"37783","37783","Hays, KS","KS",26396531,11,10,1,0,0,2,2,0,0,2,0,63656,729155,132.9729,0,0,4.5423,0
"37837","37837","Hazard, KY","KY",17846696,43,43,3,0,0,0,2,0,0,1,0,32977,21971803,333.0323,0,0,0.6748,0
"37918","37918","Hazlehurst, MS","MS",10778762,10,10,0,0,0,0,2,0,0,1,0,186,450641,53.2107,0,0,1.3228,0
"37945","37945","Hazleton, PA","PA",81339012,11,8,1,0,0,1,1,0,0,0,2,113324,2538654,158.2873,0,0,6.0528,0
"38026","38026","Hebbronville, TX","TX",4341806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38161","38161","Helena, MT","MT",72883100,11,7,1,0,0,2,2,0,0,2,0,16628,1128548,238.3222,0,0,5.3381,0
"38172","38172","Helena-West Helena, AR","AR",15837276,50,50,2,0,0,0,2,0,0,1,0,37871,2009680,34.212,0,0,0.8813,0
"38269","38269","Henderson, NC","NC",47367220,46,44,1,0,0,2,2,0,0,2,0,209944,3744631,49.0249,0,0,2.4959,0
"38296","38296","Henderson, TN","TN",12240151,72,72,2,0,0,0,2,0,0,1,0,47672,4534343,79.2745,0,0,1.2142,0
"38593","38593","Hiawatha, KS","KS",5075339,5,5,0,0,0,0,2,0,0,1,0,51338,397263,56.4054,0,0,1.0195,0
"38620","38620","Hibbing, MN","MN",13775178,3,2,1,0,0,2,2,0,0,2,0,48695,403210,97.9101,0,0,8.9442,0
"38647","38647","Hickory, NC","NC",677265960,53,43,1,0,0,1,1,0,0,2,0,27,4533897,189.6921,0,0,5.7835,1065494
"38809","38809","High Point, NC","NC",293087084,27,20,6,33.3333333333333,33.3333333333333,2,2,0,0,3,1,127375,5775011,416.2496,0,0,36.7997,0
"38917","38917","Hillsboro, OH","OH",10967291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38998","38998","Hillsdale, MI","MI",19491973,8,8,1,100,100,0,4,0,0,2,0,36836,528392,145.2683,0,0,4.8776,0
"39052","39052","Hilo, HI","HI",63624380,45,23,5,0,80,3,3,0,0,0,3,559457,16936345,736.1592,0,0,11.51,0
"39133","39133","Hinesville, GA","GA",81219453,6,4,0,0,0,1,1,0,0,0,2,15665,946613,222.6668,0,0,4.3012,0
"39214","39214","Hobbs, NM","NM",52979367,6,4,1,0,0,2,2,0,0,2,0,0,792970,268.4302,0,0,8.0536,0
"39403","39403","Holdrege, NE","NE",5987664,3,3,1,0,0,0,2,0,0,1,0,7027,136079,104.6762,0,0,4.9569,0
"39430","39430","Holland, MI","MI",153455715,23,15,2,0,50,1,1,0,0,2,0,0,4648263,222.9705,0,0,6.996,523152
"39511","39511","Hollister, CA","CA",29610263,10,7,1,0,0,3,2,0,0,0,3,4829,1821612,212.1039,0,0,3.4157,0
"39538","39538","Holly, MI","MI",13279698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39673","39673","Homer, LA","LA",8118988,6,6,1,0,0,0,2,0,0,1,0,3477,184099,66.2942,0,0,0.9028,0
"39835","39835","Honesdale, PA","PA",10967829,35,35,0,0,0,0,2,0,0,1,0,1358447,1661979,48.3162,0,0,1.1801,0
