"fips"|"regular_pub"|"alt_pub"|"special_pub"|"votech_pub"|"nat_lunch_participant"|"nat_lunch_CEOprov_eligible"|"pub_prek"|"pub_total_students"|"pub_fte_teachers"|"regular_pri"|"alt_pri"|"special_pri"|"votech_pri"|"other_private_edu"|"private_school"|"religious"|"pri_prek"|"pri_total_students"|"pri_fte_teachers"
"171219517003"|3|0|0|0|3|0|1|225|21.33|0|0|0|0|0|0|0|0|0|0
"171219518001"|3|0|0|0|3|3|1|431|29|0|0|0|0|0|0|0|0|0|0
"171219519001"|1|0|0|0|1|0|1|231|17|0|0|0|0|0|0|0|0|0|0
"171219519002"|2|0|0|0|2|2|1|230|26.4|0|0|0|0|0|0|0|0|0|0
"171219520003"|3|0|0|0|3|2|1|1651|118.65|0|0|0|0|0|0|0|0|0|0
"171219522001"|1|0|0|0|1|1|1|233|15.5|0|0|0|0|0|0|0|0|0|0
"171219522004"|1|0|0|0|1|1|0|74|6|0|0|0|0|0|0|0|0|0|0
"171219523004"|1|0|0|0|1|1|1|202|17|0|0|0|0|0|0|0|0|0|0
"171219524001"|1|0|1|0|1|0|0|0|74|1|0|0|0|0|1|1|1|36|5.6
"171219524003"|1|0|0|0|1|1|0|227|17.5|0|0|0|0|0|0|0|0|0|0
"171219525002"|1|0|0|0|1|1|0|584|47.5|0|0|0|0|0|0|0|0|0|0
"171219525004"|0|0|2|0|1|1|0|0|8|1|0|0|0|0|1|1|1|131|9
"171219526001"|0|2|0|0|2|2|0|0|7|1|0|0|0|0|1|1|1|67|5
"171219526003"|1|0|0|0|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0
"171219527001"|1|0|0|0|1|1|1|298|23|0|0|0|0|0|0|0|0|0|0
"171239611001"|1|0|1|0|1|1|0|0|16.63|0|0|0|0|0|0|0|0|0|0
"171239611003"|1|0|0|0|1|1|0|195|13|0|0|0|0|0|0|0|0|0|0
"171239612001"|1|0|0|0|1|1|1|407|31|0|0|0|0|0|0|0|0|0|0
"171239612002"|1|0|0|0|1|1|0|152|17.55|0|0|0|0|0|0|0|0|0|0
"171239613002"|1|0|0|0|1|1|0|218|14|0|0|0|0|0|0|0|0|0|0
"171239614001"|1|0|0|0|1|1|1|262|17|0|0|0|0|0|0|0|0|0|0
"171239615001"|1|0|1|0|1|1|1|0|13|0|0|0|0|0|0|0|0|0|0
"171239615002"|1|0|0|0|1|1|0|195|15.13|0|0|0|0|0|0|0|0|0|0
"171259563001"|2|0|0|0|2|2|1|671|61.07|0|0|0|0|0|0|0|0|0|0
"171259565003"|1|0|0|0|1|1|0|279|21.75|0|0|0|0|0|0|0|0|0|0
"171259565004"|2|0|0|0|2|2|1|574|45|0|0|0|0|0|0|0|0|0|0
"171259568002"|4|0|0|0|3|3|1|668|60.5|0|0|0|0|0|0|0|0|0|0
"171279701001"|1|0|0|0|1|1|0|124|8.75|0|0|0|0|0|0|0|0|0|0
"171279701002"|2|0|0|0|2|2|1|201|20.77|0|0|0|0|0|0|0|0|0|0
"171279701003"|1|1|0|0|2|2|1|150|10.75|0|0|0|0|0|0|0|0|0|0
"171279701004"|2|0|0|0|2|2|0|831|65.05|0|0|0|0|0|0|0|0|0|0
"171279703002"|1|0|0|0|1|1|1|153|15.75|0|0|0|0|0|0|0|0|0|0
"171279703003"|1|0|0|0|1|1|0|134|9.75|0|0|0|0|0|0|0|0|0|0
"171279704002"|1|0|0|0|1|1|1|490|37.5|0|0|0|0|0|0|0|0|0|0
"171290101002"|2|0|0|0|2|0|1|215|24|0|0|0|0|0|0|0|0|0|0
"171290101004"|2|0|0|0|2|0|0|469|32.5|0|0|0|0|0|0|0|0|0|0
"171290102002"|3|0|0|0|3|0|1|1048|84|0|0|0|0|0|0|0|0|0|0
"171310401002"|1|0|0|0|1|0|0|236|14.6|0|0|0|0|0|0|0|0|0|0
"171310401005"|1|0|0|0|1|0|0|191|13.4|0|0|0|0|0|0|0|0|0|0
"171310402003"|1|0|0|0|1|1|0|164|21.5|0|0|0|0|0|0|0|0|0|0
"171310402004"|1|0|0|0|1|1|1|83|3|0|0|0|0|0|0|0|0|0|0
"171310403003"|2|0|0|0|2|2|0|617|49.6|0|0|0|0|0|0|0|0|0|0
"171310403004"|1|0|0|0|1|1|0|401|30.9|0|0|0|0|0|0|0|0|0|0
"171310404001"|1|0|0|0|1|0|1|255|18|0|0|0|0|0|0|0|0|0|0
"171336001031"|1|0|0|0|1|0|1|296|22.13|0|0|0|0|0|0|0|0|0|0
"171336001032"|3|0|0|0|3|0|0|1646|101.37|0|0|0|0|0|0|0|0|0|0
"171336001042"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|325|22.1
"171336004011"|3|0|0|0|3|0|0|1390|85.82|0|0|0|0|0|0|0|0|0|0
"171336004013"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|198|27.3
"171336004014"|1|0|0|0|1|0|1|473|33.12|0|0|0|0|0|0|0|0|0|0
"171336004021"|3|0|0|0|3|0|1|352|30.21|0|0|0|0|0|0|0|0|0|0
"171336005012"|1|0|0|0|1|0|0|879|50.78|0|0|0|0|0|0|0|0|0|0
"171336005021"|0|2|0|1|2|2|0|0|13.84|0|0|0|0|0|0|0|0|0|0
"171359573001"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|64|6.9
"171359573002"|1|0|0|0|1|1|0|304|24.93|0|0|0|0|0|0|0|0|0|0
"171359573003"|1|0|0|0|1|1|1|282|20.5|0|0|0|0|0|0|0|0|0|0
"171359575002"|1|0|0|0|1|1|1|98|7.55|0|0|0|0|0|0|0|0|0|0
"171359575004"|3|0|0|0|3|3|0|346|33.75|0|0|0|0|0|0|0|0|0|0
"171359576003"|0|1|0|0|0|0|0|0|0.75|0|0|0|0|0|0|0|0|0|0
"171359577001"|4|2|0|0|6|6|0|1204|96.3|1|0|0|0|0|1|1|1|111|8.6
"171359578003"|1|0|0|0|0|0|1|96|4|0|0|0|0|0|0|0|0|0|0
"171359579002"|1|0|0|0|1|1|0|642|43.15|0|0|0|0|0|0|0|0|0|0
"171359579004"|2|0|0|0|2|2|0|763|62.82|0|0|0|0|0|0|0|0|0|0
"171359580002"|1|0|0|0|0|0|1|134|5|0|0|0|0|0|0|0|0|0|0
"171379514001"|2|0|0|0|2|0|1|392|35.25|0|0|0|0|0|0|0|0|0|0
"171379514003"|3|0|0|0|3|3|1|221|24.5|0|0|0|0|0|0|0|0|0|0
"171379515002"|1|0|0|0|1|1|0|141|14|0|0|0|0|0|0|0|0|0|0
"171379516002"|0|2|1|0|3|3|1|0|24.3|1|0|0|0|0|1|1|0|132|12.3
"171379517001"|1|0|0|0|1|0|0|894|72|0|0|0|0|0|0|0|0|0|0
"171379517002"|1|0|0|0|1|1|0|266|20|0|0|0|0|0|0|0|0|0|0
"171379517003"|1|1|0|0|1|1|1|0|3.4|1|0|0|0|0|1|1|1|33|6
"171379518002"|0|0|1|0|1|1|1|0|37|0|0|0|0|0|0|0|0|0|0
"171379518003"|1|0|0|0|1|1|1|233|9|0|0|0|0|0|0|0|0|0|0
"171379518004"|2|0|0|0|2|2|0|924|76.33|0|0|0|0|0|0|0|0|0|0
"171379519001"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|1|77|11.4
"171379519002"|1|0|0|0|1|0|0|331|20|0|0|0|0|0|0|0|0|0|0
"171379520002"|0|0|3|0|1|1|0|0|17|0|0|0|0|0|0|0|0|0|0
"171379521002"|1|0|0|0|1|1|0|299|19.34|0|0|0|0|0|0|0|0|0|0
"171379522003"|1|0|0|0|1|1|0|101|12.33|0|0|0|0|0|0|0|0|0|0
"171379523001"|3|0|0|0|2|0|1|278|27.25|0|0|0|0|0|0|0|0|0|0
"171379523003"|2|0|0|0|2|2|1|350|26.44|0|0|0|0|0|0|0|0|0|0
"171399769001"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|27|3
"171399770003"|1|0|0|0|1|0|1|150|15.18|0|0|0|0|0|0|0|0|0|0
"171399771001"|1|0|0|0|1|0|1|169|16.7|0|0|0|0|0|0|0|0|0|0
"171399771002"|1|0|0|0|1|0|0|169|14.95|0|0|0|0|0|0|0|0|0|0
"171399772002"|3|0|0|0|3|2|1|1142|71.3|0|0|0|0|0|0|0|0|0|0
"171419608003"|2|0|0|0|2|0|0|659|47.21|0|0|0|0|0|0|0|0|0|0
"171419610011"|1|0|0|0|1|0|0|309|23.09|0|0|0|0|0|0|0|0|0|0
"171419610012"|2|0|0|0|2|0|1|152|22.14|0|0|0|0|0|0|0|0|0|0
"171419610022"|3|0|0|0|3|0|1|1186|79.92|0|0|0|0|0|0|0|0|0|0
"171419611001"|1|1|0|0|1|0|0|80|13.28|0|0|0|0|0|0|0|0|0|0
"171419611003"|1|0|0|0|1|1|0|468|36|0|0|0|0|0|0|0|0|0|0
"171419612003"|1|0|0|0|1|1|0|307|22|0|0|0|0|0|0|0|0|0|0
"171419612005"|3|0|0|0|2|2|1|1659|108.9|1|0|0|0|0|1|1|1|117|11.8
"171419613011"|0|0|1|0|1|1|0|0|8|0|0|0|0|0|0|0|0|0|0
"171419614002"|2|1|0|0|1|0|1|1407|94.21|0|0|0|0|0|0|0|0|0|0
"171419615001"|1|0|0|0|1|1|0|189|15.69|0|0|0|0|0|0|0|0|0|0
"171419615004"|2|0|0|0|2|2|1|402|28.35|0|0|0|0|0|0|0|0|0|0
"171419617003"|3|0|1|0|3|0|1|0|115.83|0|0|0|0|0|0|0|0|0|0
"171430002001"|2|1|0|0|2|2|0|949|82.8|0|0|0|0|0|0|0|0|0|0
"171430003002"|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|1|0|166|10.6
"171430006003"|1|0|0|0|1|1|0|713|41.75|0|0|0|0|0|0|0|0|0|0
"171430009001"|1|0|0|0|1|1|1|529|33.74|0|0|0|0|0|0|0|0|0|0
"171430012001"|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|131|21
