"UACE10","GEOID10","NAME10","state","report_year","uza_name","ALAND10","agency_voms","mode_voms","total_facilities","per_facilities_prior1980","per_facilities_prior2000","bin_bus","bin_demandresponse","bin_light_commuterail","bin_ferry","bin_directly_operated","bin_purchased_transportation","fare_revenues_earned","total_operating_expenses","cost_per_hour","train_miles","train_hours","passengers_per_hour","passenger_miles"
"25201","25201","Durant, OK","OK",2022,"",26219068,28,28,0,0,0,0,1,0,0,1,0,32405,1600047,40.4717,0,0,1.6636,0
"25228","25228","Durham, NC","NC",2022,"Durham, NC",470815650,91,74,19,0,21.0526315789474,7,8,0,0,6,4,305363,82376297,1740.1281,0,0,93.7279,36937848
"25444","25444","Eagle Lake, TX","CO",2022,"",5503878,21,21,6,0,0,1,0,0,0,1,0,2008692,11504947,143.936,0,0,12.3121,0
"25480","25480","Eagle Mountain South, UT","CO",2022,"",4941883,21,21,6,0,0,1,0,0,0,1,0,2008692,11504947,143.936,0,0,12.3121,0
"25498","25498","Eagle Pass, TX","CO",2022,"",51834874,21,21,6,0,0,2,1,0,0,3,0,2620301,14385866,252.9627,0,0,20.2839,0
"25498","25498","Eagle Pass, TX","TX",2022,"Eagle Pass, TX",51834874,42,36,3,0,66.6666666666667,2,1,0,0,3,0,2620301,14385866,252.9627,0,0,20.2839,0
"25714","25714","Eastman, GA","GA",2022,"",14614942,3,3,0,0,0,0,1,0,0,0,1,4432,191854,40.0698,0,0,2.1523,0
"25795","25795","East Prairie, MO","MO",2022,"",5251732,6,6,1,0,0,0,1,0,0,1,0,15148,324171,46.4561,0,0,2.3672,0
"25876","25876","East Tawas, MI","MI",2022,"",8124926,6,6,1,0,100,0,1,0,0,1,0,62051,596193,85.2069,0,0,3.1442,0
"25903","25903","East Troy, WI","AL",2022,"",6314434,7,7,3,0,0,0,2,0,0,2,0,43740,710023,141.9029,0,0,5.2496,0
"25903","25903","East Troy, WI","KS",2022,"",6314434,5,5,0,0,0,0,2,0,0,2,0,43740,710023,141.9029,0,0,5.2496,0
"26011","26011","Eatonton, GA","GA",2022,"",8572623,3,3,0,0,0,0,1,0,0,1,0,27093,258572,46.8937,0,0,2.3801,0
"26038","26038","Eau Claire, WI","WI",2022,"Eau Claire, WI",178645406,42,26,1,0,100,1,2,0,0,1,2,1022606,7112244,193.333,0,0,16.5768,1715053
"26173","26173","Edgerton, WI","WI",2022,"",13356065,1,1,0,0,0,0,1,0,0,0,1,13442,85699,32.3027,0,0,1.6125,0
"26308","26308","Effingham, IL","IL",2022,"",22175729,12,12,0,0,0,0,1,0,0,1,0,14190,525905,33.1843,0,0,1.9693,0
"26362","26362","Elberton, GA","GA",2022,"",13657080,3,3,0,0,0,0,1,0,0,1,0,17929,355584,71.5605,0,0,1.707,0
"26686","26686","Elizabeth City, NC","NC",2022,"",43973963,16,16,2,0,0,0,1,0,0,1,0,0,2029324,62.6296,0,0,1.7948,0
"26750","26750","Elizabethtown--Radcliff, KY","KY",2022,"Elizabethtown--Radcliff, KY",147432834,34,26,1,100,100,2,4,0,0,4,0,2677065,4595069,308.8884,0,0,15.5175,1636933
"26750","26750","Elizabethtown--Radcliff, KY","NC",2022,"",147432834,4,4,0,0,0,2,4,0,0,4,0,2677065,4595069,308.8884,0,0,15.5175,1636933
"26750","26750","Elizabethtown--Radcliff, KY","NY",2022,"",147432834,11,11,1,0,100,2,4,0,0,4,0,2677065,4595069,308.8884,0,0,15.5175,1636933
"26794","26794","Elkhart, IN--MI","IN",2022,"Elkhart, IN--MI",237913830,18,9,0,0,0,1,1,0,0,0,2,234952,4272620,158.2828,0,0,11.3235,2032321
"26821","26821","Elkhorn, WI","WI",2022,"",26635335,17,17,0,0,0,0,1,0,0,0,1,82278,920961,37.9793,0,0,1.2101,0
"26875","26875","Elkins, WV","WV",2022,"",15843803,12,7,0,0,0,1,1,0,0,2,0,32097,646368,81.2964,0,0,2.4949,0
"26902","26902","Elko, NV","NV",2022,"",26635223,10,10,0,0,0,0,1,0,0,1,0,18033,834719,84.7344,0,0,2.7385,0
"26983","26983","Ellensburg, WA","WA",2022,"",22914582,12,7,0,0,0,1,1,0,0,2,0,0,2202797,151.829,0,0,5.4742,0
"27118","27118","Elmira, NY","NY",2022,"",97905461,2,2,0,0,0,3,2,0,0,0,3,448826,7026183,421.2077,0,0,17.5606,0
"27118","27118","Elmira, NY","NY",2022,"Elmira, NY",97905461,24,19,2,0,100,3,2,0,0,0,3,448826,7026183,421.2077,0,0,17.5606,0
"27253","27253","El Paso, TX--NM","TX",2022,"El Paso, TX--NM",649168060,167,102,55,0,100,3,2,2,0,2,3,5675038,58350246,732.0025,26688,3957,35.644,31578815
"27261","27261","El Paso de Robles (Paso Robles)--Atascadero, CA","CA",2022,"El Paso de Robles (Paso Robles)--Atascadero, CA",82069173,2,2,0,0,0,1,1,1,0,0,1,34896,522191,127.0538,0,0,2.5187,0
"27334","27334","Ely, MN","NV",2022,"",6970163,3,3,0,0,0,0,1,0,0,1,0,5616,232400,94.1272,0,0,2.2799,0
"27361","27361","Ely, NV","NV",2022,"",6597485,3,3,0,0,0,0,1,0,0,1,0,5616,232400,94.1272,0,0,2.2799,0
"27523","27523","Emporia, KS","KS",2022,"",28731981,10,8,0,0,0,2,1,0,0,3,0,65201,1388312,227.2253,0,0,6.0128,0
"27523","27523","Emporia, KS","VA",2022,"",28731981,2,2,0,0,0,2,1,0,0,3,0,65201,1388312,227.2253,0,0,6.0128,0
"27550","27550","Emporia, VA","KS",2022,"",14984906,10,8,0,0,0,2,1,0,0,3,0,65201,1388312,227.2253,0,0,6.0128,0
"27550","27550","Emporia, VA","VA",2022,"",14984906,2,2,0,0,0,2,1,0,0,3,0,65201,1388312,227.2253,0,0,6.0128,0
"27631","27631","Enid, OK","OK",2022,"",62160120,36,36,1,0,100,0,2,0,0,2,0,154162,2040935,80.371,0,0,3.8941,0
"27631","27631","Enid, OK","OK",2022,"Enid, OK",62160120,12,12,1,0,100,0,2,0,0,2,0,154162,2040935,80.371,0,0,3.8941,0
"27766","27766","Erie, PA","PA",2022,"Erie, PA",212590702,78,45,7,0,0,2,2,0,0,2,0,4023418,20376520,227.1416,0,0,11.1836,4331004
"27847","27847","Escanaba, MI","MI",2022,"",46637896,19,19,1,0,100,0,1,0,0,1,0,89195,1740065,107.6373,0,0,4.2482,0
"27928","27928","Estes Park, CO","CO",2022,"",19397277,6,6,0,0,0,1,0,0,0,0,1,0,833762,123.1008,0,0,11.2607,0
"28090","28090","Eufaula, AL--GA","AL",2022,"",19508583,3,3,0,0,0,0,1,0,0,1,0,8878,230453,304.0277,0,0,6.2691,0
"28117","28117","Eugene, OR","OR",2022,"Eugene, OR",223998673,120,52,36,0,47.2222222222222,5,3,0,0,2,4,14612582,58052556,825.6559,0,0,63.6953,19511877
"28198","28198","Eureka, CA","CA",2022,"",47950135,14,9,6,0,100,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28198","28198","Eureka, CA","IL",2022,"",47950135,9,9,0,0,0,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28198","28198","Eureka, CA","KS",2022,"",47950135,5,5,0,0,0,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28225","28225","Eureka, IL","CA",2022,"",6757177,14,9,6,0,100,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28225","28225","Eureka, IL","IL",2022,"",6757177,9,9,0,0,0,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28225","28225","Eureka, IL","KS",2022,"",6757177,5,5,0,0,0,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28262","28262","Eureka, MO","CA",2022,"",25154548,14,9,6,0,100,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28262","28262","Eureka, MO","IL",2022,"",25154548,9,9,0,0,0,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28262","28262","Eureka, MO","KS",2022,"",25154548,5,5,0,0,0,4,3,0,0,4,2,1015266,7124144,568.9771,0,0,28.6805,0
"28306","28306","Evanston, WY","GA",2022,"",18201295,12,12,0,0,0,0,2,0,0,1,0,24892,703425,58.3368,0,0,1.2144,0
"28333","28333","Evansville, IN--KY","GA",2022,"",307812462,12,12,0,0,0,2,3,0,0,3,0,1534398,8852190,255.6163,0,0,14.023,3121159
"28333","28333","Evansville, IN--KY","IN",2022,"Evansville, IN",307812462,26,17,4,0,100,2,3,0,0,3,0,1534398,8852190,255.6163,0,0,14.023,3121159
"28360","28360","Evansville, WI","GA",2022,"",7985719,12,12,0,0,0,1,2,0,0,1,0,24892,703425,58.3368,0,0,1.2144,0
"28495","28495","Excelsior Springs, MO","MO",2022,"",18055151,4,4,3,0,33.3333333333333,1,0,0,0,1,0,74700,263603,57.2925,0,0,2.1847,0
"28549","28549","Fairbanks, AK","AK",2022,"Fairbanks, AK",142472507,18,12,2,50,50,2,2,0,0,2,0,2180,9546597,430.0019,0,0,7.8457,0
"28657","28657","Fairfield, CA","CA",2022,"Fairfield, CA",102399929,33,14,15,0,20,3,2,0,0,0,3,758852,11981996,569.5549,0,0,12.3603,3235186
"28846","28846","Fairmont, MN","MN",2022,"",16701443,9,6,2,0,0,4,4,0,0,4,0,441760,3969322,311.0164,0,0,13.1745,0
"28846","28846","Fairmont, MN","WV",2022,"",16701443,28,14,2,0,0,4,4,0,0,4,0,441760,3969322,311.0164,0,0,13.1745,0
"28873","28873","Fairmont, WV","MN",2022,"",67658595,9,6,2,0,0,4,4,0,0,4,0,441760,3969322,311.0164,0,0,13.1745,0
"28873","28873","Fairmont, WV","WV",2022,"",67658595,28,14,2,0,0,4,4,0,0,4,0,441760,3969322,311.0164,0,0,13.1745,0
"28954","28954","Fairview, TN","OK",2022,"",16056277,31,31,0,0,0,0,1,0,0,1,0,77052,1297377,28.1256,0,0,0.5137,0
"28981","28981","Fajardo, PR","PR",2022,"Fajardo, PR",131596513,4,2,0,0,0,1,1,0,0,2,0,0,265777,299.0664,0,0,3.4937,0
"29035","29035","Fallon, NV","NV",2022,"",36643031,9,9,0,0,0,0,1,0,0,1,0,14990,384959,89.2141,0,0,3.0746,0
"29089","29089","Fargo, ND--MN","MN",2022,"Fargo, ND--MN",181819209,11,8,2,0,50,3,4,0,0,1,4,1099865,15534206,408.2838,0,0,27.4575,5094374
"29089","29089","Fargo, ND--MN","ND",2022,"Fargo, ND--MN",181819209,38,25,2,0,0,3,4,0,0,1,4,1099865,15534206,408.2838,0,0,27.4575,5094374
"29278","29278","Farmington, NM","NM",2022,"Farmington, NM",91478202,13,9,0,0,0,1,1,0,0,0,2,24623,1382861,94.152,0,0,4.3309,0
"29305","29305","Farmville, NC","VA",2022,"",9029894,7,4,2,0,0,2,2,0,0,2,0,8951,702843,100.0734,0,0,10.9133,0
"29332","29332","Farmville, VA","VA",2022,"",17850998,7,4,2,0,0,2,2,0,0,2,0,8951,702843,100.0734,0,0,10.9133,0
"29440","29440","Fayetteville, NC","NC",2022,"Fayetteville, NC",513119440,37,18,4,0,75,3,6,0,0,3,2,377337,12582816,375.4518,0,0,33.2661,7741364
"29494","29494","Fayetteville--Springdale--Rogers, AR--MO","AR",2022,"Fayetteville--Springdale--Rogers, AR--MO",486551383,23,19,7,0,100,5,5,0,0,4,0,1537562,7966664,373.0255,0,0,34.3832,0
"29575","29575","Fergus Falls, MN","MN",2022,"",15733279,18,12,0,0,0,1,1,0,0,2,0,31095,2238081,147.1599,0,0,5.9282,0
"29602","29602","Fernandina Beach, FL","ND",2022,"",62388480,4,4,0,0,0,1,2,0,0,1,0,17465,159388,54.7725,0,0,0.7711,0
"29737","29737","Findlay, OH","OH",2022,"",61726352,17,17,0,0,0,0,1,0,0,1,0,82108,1594670,44.2669,0,0,1.7609,0
"29775","29775","Firestone--Frederick, CO","OK",2022,"",26258202,105,105,5,100,100,1,2,0,0,1,0,81562,3019227,31.0831,0,0,1.7322,0
"29791","29791","Fitzgerald, GA","GA",2022,"",22749468,5,5,0,0,0,0,1,0,0,0,1,13950,466586,68.5954,0,0,1.5146,0
"29818","29818","Flagstaff, AZ","AZ",2022,"Flagstaff, AZ",89950706,29,19,2,0,0,2,3,0,0,2,1,1275977,9815337,277.9192,0,0,25.9553,5402566
"29872","29872","Flint, MI","MI",2022,"Flint, MI",611006681,245,152,50,0,40,2,3,0,0,2,1,4160169,41499433,282.9223,0,0,14.9502,16835627
"29953","29953","Florence, AL","AL",2022,"Florence, AL",161235248,28,21,0,0,0,1,3,0,0,1,0,256808,1449195,102.1711,0,0,6.3567,597654
"30061","30061","Florence, SC","SC",2022,"Florence, SC",183859253,29,21,4,0,75,2,2,0,0,2,0,203703,3911978,143.5243,0,0,6.9701,0
"30223","30223","Fond du Lac, WI","WI",2022,"Fond du Lac, WI",74813844,22,9,0,0,0,2,2,0,0,1,2,175832,1979346,333.7607,0,0,32.2538,0
"30547","30547","Fort Atkinson, WI","WI",2022,"",28971443,7,7,0,0,0,0,1,0,0,0,1,97319,299042,31.6313,0,0,3.3393,0
"30628","30628","Fort Collins, CO","CO",2022,"Fort Collins, CO",282359616,48,32,13,0,23.0769230769231,5,4,0,0,4,2,185522,17139657,820.0586,0,0,67.6118,7674546
"30682","30682","Fort Dodge, IA","IA",2022,"",33057793,18,18,4,0,100,2,3,0,0,3,0,275966,2196089,181.899,0,0,11.9243,0
"30763","30763","Fort Madison, IA--IL","GA",2022,"",10843885,6,6,0,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"30763","30763","Fort Madison, IA--IL","SD",2022,"",10843885,3,3,6,0,0,2,4,0,0,2,0,31339,589064,109.7215,0,0,7.3416,0
"30817","30817","Fort Morgan, CO","CO",2022,"",12626373,51,46,0,0,0,1,1,0,0,2,0,619855,1719234,96.9897,0,0,7.0948,0
"30925","30925","Fort Smith, AR--OK","AR",2022,"",183297944,27,27,0,0,0,2,3,0,0,3,0,178418,3420005,246.7814,0,0,12.3502,0
"30925","30925","Fort Smith, AR--OK","AR",2022,"Fort Smith, AR--OK",183297944,10,7,4,0,50,2,3,0,0,3,0,178418,3420005,246.7814,0,0,12.3502,0
"31033","31033","Fort Valley, GA","GA",2022,"",12541933,2,2,0,0,0,0,1,0,0,0,1,3304,109470,51.8569,0,0,2.0834,0
"31060","31060","Fort Walton Beach--Navarre--Wright, FL","ND",2022,"",311676307,4,4,0,0,0,0,1,0,0,1,0,17465,159388,54.7725,0,0,0.7711,0
"31087","31087","Fort Wayne, IN","IN",2022,"Fort Wayne, IN",445521571,40,25,4,75,75,2,3,0,0,3,0,1331931,14689545,364.0691,0,0,23.2511,4874421
"31087","31087","Fort Wayne, IN","NE",2022,"",445521571,4,4,0,0,0,2,3,0,0,3,0,1331931,14689545,364.0691,0,0,23.2511,4874421
"31222","31222","Frankfort, IN","IN",2022,"",20067751,7,7,3,100,100,4,5,0,0,5,0,154920,10022934,273.2447,0,0,11.7582,0
"31222","31222","Frankfort, IN","KY",2022,"",20067751,112,108,6,0,50,4,5,0,0,5,0,154920,10022934,273.2447,0,0,11.7582,0
"31249","31249","Frankfort, KY","IN",2022,"",55897718,7,7,3,100,100,4,5,0,0,5,0,154920,10022934,273.2447,0,0,11.7582,0
"31249","31249","Frankfort, KY","KY",2022,"",55897718,112,108,6,0,50,4,5,0,0,5,0,154920,10022934,273.2447,0,0,11.7582,0
"31276","31276","Franklin, KY","GA",2022,"",13915419,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31276","31276","Franklin, KY","LA",2022,"",13915419,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31276","31276","Franklin, KY","NC",2022,"",13915419,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31303","31303","Franklin, LA","GA",2022,"",27198814,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31303","31303","Franklin, LA","LA",2022,"",27198814,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31303","31303","Franklin, LA","NC",2022,"",27198814,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31330","31330","Franklin, NH","GA",2022,"",16671468,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31330","31330","Franklin, NH","LA",2022,"",16671468,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31330","31330","Franklin, NH","NC",2022,"",16671468,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31384","31384","Franklin, NC","GA",2022,"",23676011,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31384","31384","Franklin, NC","LA",2022,"",23676011,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31384","31384","Franklin, NC","NC",2022,"",23676011,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31411","31411","Franklin (Venango County), PA","GA",2022,"",16104945,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31411","31411","Franklin (Venango County), PA","LA",2022,"",16104945,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31411","31411","Franklin (Venango County), PA","NC",2022,"",16104945,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31438","31438","Franklin, VA","GA",2022,"",17826452,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31438","31438","Franklin, VA","LA",2022,"",17826452,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31438","31438","Franklin, VA","NC",2022,"",17826452,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31450","31450","Franklin--Highland Lake, NJ","GA",2022,"",84306618,3,3,0,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31450","31450","Franklin--Highland Lake, NJ","LA",2022,"",84306618,7,7,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31450","31450","Franklin--Highland Lake, NJ","NC",2022,"",84306618,12,9,7,0,0,4,6,0,0,4,0,68957,1378887,266.0043,0,0,6.6851,0
"31519","31519","Frederick, MD","MD",2022,"Frederick, MD",190026642,36,20,16,0,62.5,3,4,0,0,3,2,323833,13029881,319.1846,0,0,14.5549,2737291
"31519","31519","Frederick, MD","OK",2022,"",190026642,105,105,5,100,100,3,4,0,0,3,2,323833,13029881,319.1846,0,0,14.5549,2737291
"31546","31546","Frederick, OK","OK",2022,"",5793325,105,105,5,100,100,1,2,0,0,1,0,81562,3019227,31.0831,0,0,1.7322,0
"31573","31573","Fredericksburg, TX","OK",2022,"",19630540,105,105,5,100,100,1,2,0,0,1,0,81562,3019227,31.0831,0,0,1.7322,0
"31600","31600","Fredericksburg, VA","OK",2022,"",201957320,105,105,5,100,100,2,2,0,0,2,0,251393,8316119,161.2087,0,0,6.1511,0
"31600","31600","Fredericksburg, VA","VA",2022,"Fredericksburg, VA",201957320,20,20,3,0,0,2,2,0,0,2,0,251393,8316119,161.2087,0,0,6.1511,0
"31681","31681","Freeport, IL","IL",2022,"",35949261,15,15,1,100,100,0,1,0,0,1,0,62693,945001,59.4527,0,0,2.6114,0
"31762","31762","Fremont, NE","OH",2022,"",28243430,14,10,2,0,0,2,2,0,0,2,0,36580,1243696,132.008,0,0,3.6474,0
"31789","31789","Fremont, OH","OH",2022,"",31870881,14,10,2,0,0,2,2,0,0,2,0,36580,1243696,132.008,0,0,3.6474,0
"31843","31843","Fresno, CA","CA",2022,"",441050251,65,52,0,0,0,2,2,0,0,1,3,3585077,68210869,458.2558,0,0,23.575,20786515
"31843","31843","Fresno, CA","CA",2022,"Fresno, CA",441050251,145,105,5,0,60,2,2,0,0,1,3,3585077,68210869,458.2558,0,0,23.575,20786515
"32032","32032","Fulton, KY--TN","KY",2022,"",7335693,50,50,4,0,0,0,2,0,0,2,0,204097,3541888,84.3662,0,0,1.9704,0
"32032","32032","Fulton, KY--TN","MO",2022,"",7335693,11,11,0,0,0,0,2,0,0,2,0,204097,3541888,84.3662,0,0,1.9704,0
"32086","32086","Fulton, MO","KY",2022,"",17025785,50,50,4,0,0,0,2,0,0,2,0,204097,3541888,84.3662,0,0,1.9704,0
"32086","32086","Fulton, MO","MO",2022,"",17025785,11,11,0,0,0,0,2,0,0,2,0,204097,3541888,84.3662,0,0,1.9704,0
"32113","32113","Gadsden, AL","AL",2022,"",186532937,6,6,1,0,0,1,2,0,0,3,0,23156,1397973,212.6557,0,0,11.9832,0
"32113","32113","Gadsden, AL","AL",2022,"Gadsden, AL",186532937,12,8,0,0,0,1,2,0,0,3,0,23156,1397973,212.6557,0,0,11.9832,0
"32167","32167","Gainesville, FL","FL",2022,"Gainesville, FL",225573985,142,99,8,0,0,2,3,0,0,1,2,14250445,27395068,224.8086,0,0,23.5536,15138044
"32194","32194","Gainesville, GA","GA",2022,"Gainesville, GA",327020565,16,14,6,0,0,2,2,0,0,2,0,164672,1416683,118.5517,0,0,15.1506,0
"32329","32329","Galesburg, IL","IL",2022,"",55982174,10,6,1,0,0,2,2,0,0,2,0,48203,2127334,200.7999,0,0,7.7808,0
"32437","32437","Gallup, NM","NM",2022,"",31442480,6,6,0,0,0,1,0,0,0,1,0,28070,483759,55.2994,0,0,4.5993,0
"32491","32491","Galveston, TX","TX",2022,"Galveston--Texas City, TX",30382333,28,13,4,0,75,4,2,2,0,5,0,308750,12233669,913.47,7487,1841,42.5311,0
"32518","32518","Garden City, KS","KS",2022,"",33408931,13,8,1,0,0,2,2,0,0,2,0,36197,1281740,149.9236,0,0,5.2374,0
"32653","32653","Gastonia, NC--SC","NC",2022,"Gastonia, NC",359105089,13,13,2,100,100,4,4,0,0,4,0,245669,3523885,442.3199,0,0,15.2214,0
"32707","32707","Gatesville, TX","NC",2022,"",17171883,4,4,1,100,100,0,1,0,0,1,0,6424,420428,53.6192,0,0,1.5997,0
"32734","32734","Gaylord, MI","MI",2022,"",26505919,14,14,1,0,0,0,1,0,0,1,0,73388,1202951,61.0976,0,0,1.9924,0
"32815","32815","Geneva, AL","NE",2022,"",6028755,3,3,0,0,0,0,1,0,0,1,0,31667,179141,99.1372,0,0,3.3409,0
"32842","32842","Geneva, NY","NE",2022,"",39791224,3,3,0,0,0,0,1,0,0,1,0,31667,179141,99.1372,0,0,3.3409,0
"32850","32850","Geneva, OH","NE",2022,"",11626190,3,3,0,0,0,0,1,0,0,1,0,31667,179141,99.1372,0,0,3.3409,0
"32950","32950","Georgetown, DE","CO",2022,"",12538222,3,3,0,0,0,1,0,0,0,1,0,62,492620,93.9218,0,0,2.8532,0
"32977","32977","Georgetown, KY","CO",2022,"",42374745,3,3,0,0,0,1,0,0,0,1,0,62,492620,93.9218,0,0,2.8532,0
"33004","33004","Georgetown, OH","CO",2022,"",6309658,3,3,0,0,0,1,0,0,0,1,0,62,492620,93.9218,0,0,2.8532,0
"33031","33031","Georgetown, SC","CO",2022,"",26671706,3,3,0,0,0,1,0,0,0,1,0,62,492620,93.9218,0,0,2.8532,0
"33247","33247","Gillette, WY","WY",2022,"",64299086,8,8,1,0,0,0,1,0,0,1,0,27663,345813,187.7378,0,0,6.1721,0
"33355","33355","Girard, KS","KS",2022,"",3839877,12,6,2,0,0,2,2,0,0,2,0,1693,631712,96.9405,0,0,6.8062,0
"33436","33436","Glasgow, KY","KY",2022,"",24901535,2,2,1,0,0,1,1,0,0,2,0,36722,1025938,123.8906,0,0,4.9549,0
"33436","33436","Glasgow, KY","MT",2022,"",24901535,5,5,1,0,0,1,1,0,0,2,0,36722,1025938,123.8906,0,0,4.9549,0
"33517","33517","Glendive, MT","MT",2022,"",11619677,6,6,1,0,0,0,1,0,0,1,0,18315,297618,42.1734,0,0,2.3134,0
"33598","33598","Glens Falls, NY","NY",2022,"Glens Falls, NY",107682790,6,5,0,0,0,1,1,0,0,2,0,189685,1929404,182.5972,0,0,12.8511,0
"33652","33652","Glenwood Springs, CO","CO",2022,"",12680094,98,37,40,0,12.5,5,1,0,0,4,1,4498273,47496029,845.597,0,0,70.8402,0
"33733","33733","Gloversville, NY","NY",2022,"",41903279,6,4,1,0,100,2,2,0,0,2,0,39584,969584,231.6899,0,0,6.6192,0
"33814","33814","Goldsboro, NC","NC",2022,"Goldsboro, NC",137036923,21,16,2,0,0,2,2,0,0,2,0,318402,2777741,125.8824,0,0,8.7141,0
"33841","33841","Gonzales, CA","TX",2022,"",3989937,4,4,2,100,100,0,1,0,0,0,1,0,138524,86.9579,0,0,3.7112,0
"33868","33868","Gonzales, TX","TX",2022,"",9583285,4,4,2,100,100,0,1,0,0,0,1,0,138524,86.9579,0,0,3.7112,0
"33922","33922","Goodland, KS","KS",2022,"",6948737,1,1,0,0,0,0,1,0,0,1,0,6112,29438,53.9158,0,0,8.9396,0
"34219","34219","Grand Forks, ND--MN","ND",2022,"Grand Forks, ND--MN",63328365,22,11,2,0,0,2,2,0,0,2,0,365663,4178208,136.123,0,0,8.7598,1283466
"34246","34246","Grand Island, NE","NE",2022,"Grand Island, NE",72717452,13,13,0,0,0,0,1,0,0,1,0,78530,1111633,60.4543,0,0,2.6501,0
"34273","34273","Grand Junction, CO","CO",2022,"Grand Junction, CO",203833208,18,11,4,0,0,2,2,0,0,0,2,391752,4735339,154.1666,0,0,11.7151,0
"34300","34300","Grand Rapids, MI","MI",2022,"Grand Rapids, MI",726620519,185,99,15,0,0,4,4,0,0,4,1,7883222,45793383,521.8673,0,0,39.4377,25444876
"34489","34489","Grants, NM","NE",2022,"",21009616,2,2,0,0,0,0,1,0,0,1,0,5351,70884,23.1118,0,0,1.9159,0
"34516","34516","Grants Pass, OR","NE",2022,"",70529879,2,2,0,0,0,2,2,0,0,4,0,98941,3104528,359.7915,0,0,12.8399,0
"34516","34516","Grants Pass, OR","OR",2022,"Grants Pass, OR",70529879,14,5,0,0,0,2,2,0,0,4,0,98941,3104528,359.7915,0,0,12.8399,0
"34624","34624","Grayling, MI","GA",2022,"",10715744,3,3,0,0,0,0,2,0,0,1,1,187002,1962853,132.7667,0,0,4.8756,0
"34624","34624","Grayling, MI","MI",2022,"",10715744,17,17,1,0,100,0,2,0,0,1,1,187002,1962853,132.7667,0,0,4.8756,0
"34705","34705","Great Bend, KS","KS",2022,"",17214191,8,8,0,0,0,2,4,0,0,2,0,60111,753497,66.0506,0,0,7.0404,0
"34759","34759","Great Falls, MT","MT",2022,"Great Falls, MT",80667229,23,13,2,0,50,2,2,0,0,2,0,266984,4234803,150.1774,0,0,10.5445,956123
"34786","34786","Greeley, CO","CO",2022,"Greeley, CO",106742345,24,17,2,0,50,2,2,0,0,2,0,261283,6135699,212.9351,0,0,13.5069,0
"34813","34813","Green Bay, WI","WI",2022,"Green Bay, WI",271626827,27,15,1,0,0,1,1,0,0,1,1,892279,7206440,187.6163,0,0,15.6424,2422570
"34921","34921","Greenfield, CA","MA",2022,"",7069224,40,25,6,50,50,2,3,0,0,0,2,114620,4311338,597.6559,0,0,10.305,0
"34975","34975","Greenfield, MA","MA",2022,"",36577468,40,25,6,50,50,2,3,0,0,0,2,114620,4311338,597.6559,0,0,10.305,0
"35002","35002","Greenfield, OH","MA",2022,"",4283523,40,25,6,50,50,2,3,0,0,0,2,114620,4311338,597.6559,0,0,10.305,0
"35164","35164","Greensboro, NC","GA",2022,"",479956630,5,5,0,0,0,4,6,0,0,2,4,2928712,36171290,489.4674,0,0,27.2452,15528412
