"FIPS","State","County","REDEMP_SNAPS12","REDEMP_WICS12","PC_SNAPBEN10","PC_WIC_REDEMP12","FOODINSEC_10_12","VLFOODSEC_10_12","FFR12","FFRPTH12","FSR12","FSRPTH12","GROC12","GROCPTH12","CONVS12","CONVSPTH12","SUPERC12","SUPERCPTH12","SNAPS12","SNAPSPTH12","WICS12","WICSPTH12"
"01053","AL","Escambia",319667.684497041,187818,30.1830816816735,29.66015,17.9,6.8,25,0.657998631362847,21,0.552718850344791,5,0.131599726272569,30,0.789598357635416,1,0.0263199452545139,42.25,1.11201768700321,6,0.1579197
"01055","AL","Etowah",271338.489405941,151838.6,20.5731314873484,24.72657,17.9,6.8,78,0.747183692236953,55,0.526860295808108,15,0.143689171584029,65,0.622653076864128,2,0.0191585562112039,101,0.967507088665798,17,0.1628477
"01057","AL","Fayette",405875.198684211,75055.22,27.6386108540064,22.09716,17.9,6.8,12,0.706588941883059,6,0.35329447094153,6,0.35329447094153,7,0.412176882765118,1,0.0588824118235883,12.6666666666667,0.745843883098785,5,0.2944121
"01059","AL","Franklin",348542.81495935,150874.5,25.2291122744988,33.25215,17.9,6.8,17,0.535247630742105,20,0.629703094990712,7,0.220396083246749,19,0.598217940241176,1,0.0314851547495356,30.75,0.968168508548219,7,0.2203961
"01061","AL","Geneva",348479.956402878,81948.25,25.1767273590251,21.30028,17.9,6.8,12,0.445583156956667,9,0.3341873677175,10,0.371319297463889,14,0.519847016449445,0,0,23.1666666666667,0.860223039124677,7,0.2599235
"01063","AL","Greene",149920.70967033,NA,45.6679107225795,NA,17.9,6.8,1,0.112663361874718,2,0.225326723749437,2,0.225326723749437,8,0.901306894997746,0,0,15.1666666666667,1.70872765509989,2,0.2253267
"01065","AL","Hale",295879.12640884,NA,32.2489091597728,NA,17.9,6.8,5,0.32492851572654,4,0.259942812581232,3,0.194957109435924,12,0.779828437743696,0,0,15.0833333333333,0.980201022441729,3,0.1949571
"01067","AL","Henry",135975.070521327,NA,24.6586969400558,NA,17.9,6.8,10,0.578469370046856,9,0.52062243304217,3,0.173540811014057,14,0.809857118065598,0,0,17.5833333333333,1.01714197566572,3,0.1735408
"01069","AL","Houston",330163.779421488,139666.4,22.3806636548175,28.36497,17.9,6.8,96,0.928415311115839,75,0.725324461809249,17,0.164406878010097,70,0.676969497688633,3,0.02901297847237,121,1.17019013171892,21,0.2030908
"01071","AL","Jackson",220545.15322239,93602.68,21.2381625794013,19.42001,17.9,6.8,34,0.641279541296516,28,0.52811256342066,11,0.207472792772402,43,0.8110300081103,1,0.0188611629793093,55.0833333333333,1.03893572744362,11,0.2074728
"01073","AL","Jefferson",364831.812455053,140255.5,20.6586430757107,19.97552,17.9,6.8,638,0.966653485028234,388,0.587870771459177,106,0.16060387055328,459,0.695445062112789,19,0.0287874862312484,551.583333333333,0.835720927037863,94,0.1424223
"01075","AL","Lamar",241560.638108108,69690.21,25.2775966845655,19.54982,17.9,6.8,7,0.490918016691212,10,0.701311452416018,4,0.280524580966407,7,0.490918016691212,0,0,12.3333333333333,0.864950791313089,4,0.2805246
"01077","AL","Lauderdale",274112.688099173,117538.9,17.4921702314694,20.32182,17.9,6.8,70,0.756413304229431,68,0.734801495537162,20,0.216118086922695,51,0.551101121652871,2,0.0216118086922695,80.6666666666667,0.871676283921535,16,0.1728945
"01079","AL","Lawrence",267727.678895705,111762.5,22.1179683700999,19.81722,17.9,6.8,16,0.472841184467167,18,0.531946332525563,5,0.14776287014599,22,0.650156628642355,1,0.0295525740291979,27.1666666666667,0.802844927793211,6,0.1773154
"01081","AL","Lee",339127.457029328,145324.9,14.4766468435521,14.80319,17.9,6.8,117,0.794529292325662,106,0.719829957149745,16,0.108653578437697,75,0.509313648926706,3,0.0203725459570682,88.0833333333333,0.598160585461698,15,0.1018627
"01083","AL","Limestone",263637.117583893,160136.4,16.2831755127998,16.44223,17.9,6.8,45,0.513382161681155,40,0.456339699272138,10,0.114084924818035,62,0.707326533871815,1,0.0114084924818035,62.0833333333333,0.708277241578631,9,0.1026764
"01085","AL","Lowndes",127112.7246,NA,48.2045936577115,NA,17.9,6.8,1,0.0921064750851985,2,0.184212950170397,2,0.184212950170397,6,0.552638850511191,0,0,16.6666666666667,1.53510791808664,2,0.1842129
"01087","AL","Macon",523231.429230769,94355.63,43.260995282121,18.37947,17.9,6.8,9,0.43827611395179,3,0.14609203798393,4,0.194789383978573,16,0.779157535914292,0,0,13,0.633065497930363,4,0.1947894
"01089","AL","Madison",301028.960014646,154280,11.8210629262278,15.73919,17.9,6.8,313,0.912323656290078,225,0.655823714585519,39,0.113676110528157,207,0.603357817418678,11,0.0320624927130698,227.583333333333,0.663353542419649,35,0.102017
"01091","AL","Marengo",395813.202996743,110070.9,31.4011268181238,32.37221,17.9,6.8,17,0.833292485662467,14,0.686240870545562,4,0.196068820155875,20,0.980344100779374,1,0.0490172050389687,25.5833333333333,1.25402349558028,6,0.2941032
"01093","AL","Marion",366487.665985401,95062.2,26.2908638870856,21.94201,17.9,6.8,21,0.692452270254229,20,0.659478352623075,3,0.0989217528934613,21,0.692452270254229,2,0.0659478352623075,22.8333333333333,0.752904452578011,7,0.2308174
"01095","AL","Marshall",362775.772373832,244194.2,19.4816287404549,36.07156,17.9,6.8,76,0.801890774035621,68,0.717481218873977,21,0.221575082299316,65,0.68582763568836,3,0.0316535831856166,89.1666666666667,0.940814833572494,14,0.1477167
"01097","AL","Mobile",341039.156805755,197914.5,27.7758070907576,26.29706,17.9,6.8,257,0.620868926597348,215,0.519403965830467,57,0.137702446755054,235,0.567720613814696,8,0.0193266591936918,463.333333333333,1.11933567830132,55,0.1328708
"01099","AL","Monroe",328256.043127036,114202.7,29.8441023991194,30.31662,17.9,6.8,10,0.44243872223697,12,0.530926466684364,5,0.221219361118485,14,0.619414211131758,1,0.044243872223697,25.5833333333333,1.13190573105625,6,0.2654632
"01101","AL","Montgomery",491174.299530115,224673.2,27.0825270184098,27.33381,17.9,6.8,193,0.838587176133722,137,0.595266544716684,34,0.147730383360345,122,0.53009137558712,6,0.0260700676518256,195.083333333333,0.847639282957273,28,0.1216603
"01103","AL","Morgan",287712.557142857,167106.9,16.5018364174811,24.98379,17.9,6.8,99,0.822293284604842,59,0.490053573653391,18,0.149507869928153,105,0.87212924124756,2,0.0166119855475726,100.333333333333,0.833367941636558,18,0.1495079
"01105","AL","Perry",221439.5712,116904.7,54.4105674901409,45.93053,17.9,6.8,2,0.196444357135841,6,0.589333071407524,4,0.392888714271683,6,0.589333071407524,0,0,18.75,1.84166584814851,4,0.3928887
"01107","AL","Pickens",190677.403902439,81811.06,26.7287414073971,29.51185,17.9,6.8,8,0.412264880185519,8,0.412264880185519,4,0.20613244009276,9,0.463797990208709,0,0,23.9166666666667,1.23250021472129,7,0.3607318
"01109","AL","Pike",314543.67186722,138147.6,28.2741787306149,29.14332,17.9,6.8,29,0.873967813874992,19,0.572599602193961,6,0.180820927008619,19,0.572599602193961,1,0.0301368211681032,40.1666666666667,1.21049565025214,7,0.2109578
"01111","AL","Randolph",387949.429541284,129307.1,32.543821836545,22.81051,17.9,6.8,8,0.352811466372657,12,0.529217199558986,3,0.132304299889746,16,0.705622932745314,1,0.0441014332965821,18.1666666666667,0.801176038221242,4,0.1764057
"01113","AL","Russell",532816.013943218,161344.5,32.6488764007356,30.69507,17.9,6.8,42,0.726392251815981,22,0.380491179522657,10,0.172950536146662,34,0.588031822898651,1,0.0172950536146662,52.8333333333333,0.913755332641531,11,0.1902456
"01115","AL","St. Clair",310506.232405063,153741.1,17.8558276437797,21.64428,17.9,6.8,56,0.656991682016026,41,0.481011767190305,12,0.140783931860577,57,0.668723676337741,3,0.0351959829651443,65.8333333333333,0.772356292846221,12,0.1407839
"01117","AL","Shelby",259649.935316352,107924.1,8.01281366402575,13.96442,17.9,6.8,132,0.656909242016313,127,0.632026316182362,28,0.139344384670127,101,0.502635101845816,4,0.019906340667161,101.416666666667,0.504708678998644,26,0.1293912
"01119","AL","Sumter",264816.725320197,89941.88,42.2023392407144,33.49292,17.9,6.8,7,0.521337603336561,7,0.521337603336561,3,0.223430401429955,19,1.41505920905638,0,0,16.9166666666667,1.25989920806336,5,0.372384
"01121","AL","Talladega",282521.601680672,164959.1,26.319253690316,24.21062,17.9,6.8,45,0.550377926175974,41,0.501455443849221,10,0.122306205816883,72,0.880604681881559,2,0.0244612411633766,89.25,1.09158288691568,12,0.1467675
"01123","AL","Tallapoosa",406724.045811138,149974.7,25.138905760962,29.14394,17.9,6.8,20,0.485814224640498,24,0.582977069568597,7,0.170034978624174,46,1.11737271667314,1,0.0242907112320249,34.4166666666667,0.836005311568856,8,0.1943257
"01125","AL","Tuscaloosa",316755.507272727,176809.2,17.2754914930939,19.58651,17.9,6.8,155,0.780478962315455,103,0.51864085882898,23,0.115813007311325,104,0.52367620697295,4,0.0201413925758827,152.166666666667,0.766212142574204,22,0.1107777
"01127","AL","Walker",349148.022216288,186740.4,21.022540517932,28.19958,17.9,6.8,42,0.634239893689313,39,0.588937044140077,10,0.151009498497455,53,0.800350342036514,2,0.0302018996994911,62.4166666666667,0.942550953121618,10,0.1510095
"01129","AL","Washington",77989.6846153846,56761.86,23.9136893695763,13.27064,17.9,6.8,4,0.233795078613595,6,0.350692617920393,2,0.116897539306798,8,0.46759015722719,0,0,17.3333333333333,1.01311200732558,4,0.2337951
"01131","AL","Wilcox",121597.864980237,61058.08,54.6429241083404,32.04868,17.9,6.8,4,0.34992564080133,5,0.437407051001662,8,0.69985128160266,10,0.874814102003325,0,0,21.0833333333333,1.84439973172368,6,0.5248885
"01133","AL","Winston",241756.660327869,100212.8,20.6648656680724,29.09779,17.9,6.8,12,0.497760079641613,19,0.78812012609922,8,0.331840053094408,22,0.912560146009624,0,0,25.4166666666667,1.05428350201869,7,0.2903601
"02010","AK","Aleutian Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02013","AK","Aleutians East",83763.834,NA,8.80823516926669,NA,12.1,4.4,1,0.316355583676052,0,0,4,1.26542233470421,0,0,0,0,5,1.58177791838026,3,0.9490668
"02016","AK","Aleutians West",92417.0713846154,NA,6.72840616196128,NA,12.1,4.4,1,0.180277627546422,2,0.360555255092843,4,0.721110510185686,1,0.180277627546422,0,0,5.41666666666667,0.97650381587645,3,0.5408329
"02020","AK","Anchorage",534784.16911828,310235.6,15.1591473457928,25.97331,12.1,4.4,205,0.686514182378353,232,0.776933123472087,35,0.117209738454841,60,0.200930980208298,12,0.0401861960416597,116.25,0.389303774153578,25,0.0837212
"02050","AK","Bethel",343122.896035242,61495.4,57.980172025314,55.44497,12.1,4.4,6,0.338104361546264,5,0.281753634621887,20,1.12701453848755,7,0.394455088470641,0,0,56.75,3.19790375295841,16,0.9016116
"02060","AK","Bristol Bay",NA,NA,18.7228351721832,NA,12.1,4.4,0,0,2,2.01816347124117,2,2.01816347124117,0,0,0,0,2,2.01816347124117,1,1.009082
"02068","AK","Denali",0,NA,6.79992698064987,NA,12.1,4.4,1,0.533333333333333,7,3.73333333333333,0,0,3,1.6,0,0,0,0,0,0
"02070","AK","Dillingham",338984.501111111,67617.34,61.4813286569012,80.59277,12.1,4.4,1,0.198649185538339,1,0.198649185538339,6,1.19189511323004,3,0.595947556615018,0,0,9,1.78784266984505,6,1.191895
"02090","AK","Fairbanks North Star",664184.200535117,311458.4,12.0848320882139,24.84908,12.1,4.4,40,0.398914951332376,68,0.678155417265039,8,0.0797829902664752,24,0.239348970799426,4,0.0398914951332376,24.9166666666667,0.248490771767459,8,0.079783
"02100","AK","Haines",NA,NA,13.3240297713982,NA,12.1,4.4,1,0.391849529780564,7,2.74294670846395,3,1.17554858934169,0,0,0,0,3,1.17554858934169,2,0.783699
"02105","AK","Hoonah-Angoon",98734.2642857143,NA,NA,NA,12.1,4.4,3,0,1,0,5,0,0,0,0,0,7,3.28792860497886,2,0.9394082
"02110","AK","Juneau",489246.416202532,83223.6,16.005861977085,12.78161,12.1,4.4,31,0.952205430642585,27,0.829340213785477,6,0.184297825285662,7,0.215014129499939,3,0.0921489126428308,13.1666666666667,0.404431338821313,5,0.1535815
"02122","AK","Kenai Peninsula",302535.560294118,91009.73,14.8751504211793,17.59415,12.1,4.4,34,0.597539543057997,72,1.26537785588752,15,0.263620386643234,25,0.439367311072056,2,0.0351493848857645,34,0.597539543057997,11,0.1933216
"02130","AK","Ketchikan Gateway",562338.955,NA,24.86953080557,NA,12.1,4.4,9,0.653167864141084,16,1.16118731402859,4,0.290296828507148,3,0.217722621380361,0,0,8,0.580593657014297,3,0.2177226
"02150","AK","Kodiak Island",205897.424132231,NA,15.8671767706494,NA,12.1,4.4,6,0.421377905751809,11,0.772526160544982,4,0.280918603834539,1,0.0702296509586347,0,0,10.0833333333333,0.708148980499567,3,0.2106889
"02164","AK","Lake and Peninsula",70451.5776,NA,42.1520539546291,NA,12.1,4.4,0,0,0,0,2,1.20918984280532,0,0,0,0,6.25,3.77871825876663,3,1.813785
"02170","AK","Matanuska-Susitna",515512.213667426,197340.7,17.0768020675319,16.80837,12.1,4.4,36,0.38328453553367,50,0.532339632685654,10,0.106467926537131,22,0.234229438381688,3,0.0319403779611392,36.5833333333333,0.38949516458167,8,0.0851743
"02180","AK","Nome",338898.067172012,41593.8,59.2867678044669,75.51067,12.1,4.4,2,0.201714573877963,8,0.806858295511851,16,1.6137165910237,1,0.100857286938981,0,0,28.5833333333333,2.88283745167255,18,1.815431
"02185","AK","North Slope",291025.314615385,72370.45,29.9487451396253,60.03978,12.1,4.4,5,0.518510836876491,6,0.622213004251789,9,0.933319506377683,3,0.311106502125894,0,0,13,1.34812817587888,8,0.8296174
"02188","AK","Northwest Arctic",315458.513157895,73283.71,49.2046612610218,131.3665,12.1,4.4,1,0.128040973111396,1,0.128040973111396,7,0.896286811779769,3,0.384122919334187,0,0,19,2.43277848911652,14,1.792574
"02195","AK","Petersburg",NA,NA,NA,NA,12.1,4.4,4,0,1,0,3,0,3,0,0,0,3,0.780437044745057,3,0.7804371
"02198","AK","Prince of Wales-Hyder",255922.857446809,52088.01,NA,36.22884,12.1,4.4,3,0,2,0,5,0,6,0,0,0,7.83333333333333,1.36208195676114,4,0.6955312
"02201","AK","Prince of Wales-Outer Ketchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02220","AK","Sitka",NA,NA,15.4449573996922,NA,12.1,4.4,2,0.221092195445501,9,0.994914879504754,3,0.331638293168251,2,0.221092195445501,0,0,3.16666666666667,0.35006264278871,3,0.3316383
"02230","AK","Skagway",NA,NA,NA,NA,12.1,4.4,3,0,11,0,2,0,1,0,0,0,1,1.04275286757039,0,0
"02231","AK","Skagway-Yakutat-Angoon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02232","AK","Skagway-Hoonah-Angoon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02240","AK","Southeast Fairbanks",222884.207142857,NA,27.5169535732916,NA,12.1,4.4,3,0.41993281075028,6,0.83986562150056,3,0.41993281075028,6,0.83986562150056,0,0,7,0.979843225083987,3,0.4199328
"02261","AK","Valdez-Cordova",76042.9297959184,37106.4,13.5256676352567,19.09355,12.1,4.4,10,1.02912421529279,17,1.74951116599773,8,0.823299372234229,8,0.823299372234229,0,0,16.3333333333333,1.68090288497822,5,0.5145621
"02270","AK","Wade Hampton",493181.856551724,51475.34,93.8687044733432,105.4688,12.1,4.4,0,0,0,0,16,2.04891791522602,1,0.128057369701626,0,0,21.75,2.78524779101037,16,2.048918
"02275","AK","Wrangell",NA,NA,NA,NA,12.1,4.4,1,0,1,0,2,0,1,0,0,0,2.5,1.04036620890553,2,0.8322929
"02280","AK","Wrangell-Petersburg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02282","AK","Yakutat",NA,NA,26.0574018126888,NA,12.1,4.4,0,0,0,0,2,2.9940119760479,0,0,0,0,2,2.9940119760479,2,2.994012
"02290","AK","Yukon-Koyukuk",90933.9285032538,18222.22,52.7320448580291,31.58098,12.1,4.4,0,0,2,0.346620450606586,11,1.90641247833622,3,0.519930675909879,0,0,38.4166666666667,6.6580011554015,10,1.733102
"04001","AZ","Apache",386674.568907563,98884.66,50.26148395752,40.52927,14.9,6.4,19,0.259580572443473,18,0.245918437051711,8,0.109297083134094,41,0.560147551062231,0,0,59.5,0.812897055809823,30,0.4098641
"04003","AZ","Cochise",344038.721644737,151820,21.611375400422,18.39016,14.9,6.4,62,0.46938404699897,98,0.741929622675792,16,0.121131366967476,59,0.446671915692569,3,0.0227121313064018,101.333333333333,0.767165324127349,16,0.1211314
"04005","AZ","Coconino",511542.136129032,92892.7,22.9769620889954,15.70852,14.9,6.4,121,0.889633926667696,158,1.16167074721897,20,0.147046930027718,80,0.588187720110873,3,0.0220570395041578,77.5,0.569806853857409,23,0.169104
"04007","AZ","Gila",457717.258174905,158660.3,30.6969069756801,26.86932,14.9,6.4,32,0.602137588438958,53,0.997290380852025,7,0.131717597471022,30,0.564503989161524,2,0.0376335992774349,43.8333333333333,0.824803050830448,9,0.1693512
"04009","AZ","Graham",490804.963564356,180437,26.9774958412643,24.11228,14.9,6.4,18,0.481077613855035,16,0.42762454564892,6,0.160359204618345,17,0.454351079751978,1,0.0267265341030575,25.25,0.674844986102202,5,0.1336327
"04011","AZ","Greenlee",96642.3620869565,NA,17.4505432544683,NA,14.9,6.4,1,0.113610543058396,6,0.681663258350375,2,0.227221086116792,8,0.908884344467167,0,0,9.58333333333333,1.08876770430963,1,0.1136105
"04012","AZ","La Paz",188261.144226804,65363,25.2676968687863,22.56008,14.9,6.4,19,0.936837434051575,28,1.3806025343918,8,0.394457866969084,18,0.88753020068044,1,0.0493072333711356,32.3333333333333,1.59426721233338,7,0.3451506
"04013","AZ","Maricopa",452618.946349964,200137.2,19.4078455508829,21.27191,14.9,6.4,2758,0.699614856694373,2224,0.564156432664353,493,0.125058058140075,980,0.248594111515767,94,0.0238447413086552,2094.5,0.531306496499769,419,0.1062867
"04015","AZ","Mohave",544510.531268705,215616.7,27.50699193939,21.20813,14.9,6.4,116,0.570489932819892,131,0.644260182753499,23,0.11311438323153,84,0.413113399628198,4,0.0196720666489618,128.083333333333,0.629915967488631,20,0.0983603
"04017","AZ","Navajo",607584.524179104,128854.1,40.7236337715165,30.07968,14.9,6.4,54,0.504229928847554,76,0.709656936896559,17,0.15873905167423,56,0.522905111397464,2,0.0186751825499094,83.75,0.782023269277457,25,0.2334398
"04019","AZ","Pima",460714.305816167,189023,22.0845752023653,16.57104,14.9,6.4,627,0.631805512729823,627,0.631805512729823,121,0.121927379649615,318,0.320437245690724,13,0.0130996358301239,586.583333333333,0.591079080822066,87,0.0876668
"04021","AZ","Pinal",496771.681592357,188747.4,17.8472139560382,14.61779,14.9,6.4,134,0.345926968105017,107,0.276225265576394,26,0.0671201579905257,72,0.185871206742994,6,0.0154892672285829,157,0.405302492481251,30,0.0774463
"04023","AZ","Santa Cruz",699185.058548896,334778.6,30.8480848836316,35.38662,14.9,6.4,27,0.570788322093736,43,0.909033253704839,7,0.147982157579858,18,0.380525548062491,1,0.0211403082256939,26.4166666666667,0.558456475628748,5,0.1057015
"04025","AZ","Yavapai",331628.891851852,124748.6,17.8363195459445,12.90683,14.9,6.4,136,0.639587654077136,203,0.954678630718078,39,0.183411165507414,77,0.362119480617202,5,0.02351425198813,135,0.63488480367951,22,0.1034627
"04027","AZ","Yuma",596813.08903125,238831.3,27.6104131891531,31.04465,14.9,6.4,114,0.569937306896241,84,0.419953805081441,32,0.159982401935787,62,0.309965903750587,6,0.0299967003629601,106.666666666667,0.53327467311929,26,0.1299857
"05001","AR","Arkansas",342425.022697674,113912.2,25.3562227246438,30.14826,19.7,8.1,11,0.582257040016938,16,0.846919330933729,3,0.158797374550074,17,0.899851789117087,1,0.052932458183358,17.9166666666667,0.948373209118498,5,0.2646623
"05003","AR","Ashley",293106.936461538,99384.63,28.5048582193139,27.70432,19.7,8.1,15,0.696896487641702,7,0.325218360899461,6,0.278758595056681,16,0.743356253484483,1,0.0464597658427802,21.6666666666667,1.0066282599269,6,0.2787586
"05005","AR","Baxter",305157.026272189,137437.2,15.4590128393515,16.74103,19.7,8.1,30,0.730851685831222,33,0.803936854414344,5,0.121808614305204,20,0.487234457220814,1,0.0243617228610407,28.1666666666667,0.686188527252647,5,0.1218086
"05007","AR","Benton",266687.157101081,194780.7,11.0505453926631,17.61067,19.7,8.1,159,0.684554049632321,143,0.615668107530955,28,0.12055039867739,82,0.353040453269499,6,0.0258322282880121,131.083333333333,0.564362431903376,21,0.0904128
"05009","AR","Boone",296392.142323462,231186.3,17.9434372995872,24.77417,19.7,8.1,25,0.669756476545128,28,0.750127253730544,4,0.10716103624722,18,0.482224663112492,1,0.0267902590618051,36.5833333333333,0.980076977344371,4,0.107161
"05011","AR","Bradley",344171.497435898,NA,28.1543274244004,NA,19.7,8.1,4,0.350969553391243,5,0.438711941739054,4,0.350969553391243,6,0.526454330086865,0,0,9.75,0.855488286391156,2,0.1754848
