"Code","GeoFips","GeoName","CL_UNIT","UNIT_MULT","value","year","key"
"CAGDP1-3","01001","Autauga, AL","Thousands of dollars","3",1569120,2014,"CAGDP1"
"CAGDP1-3","01003","Baldwin, AL","Thousands of dollars","3",6034727,2014,"CAGDP1"
"CAGDP1-3","01005","Barbour, AL","Thousands of dollars","3",779299,2014,"CAGDP1"
"CAGDP1-3","01007","Bibb, AL","Thousands of dollars","3",381354,2014,"CAGDP1"
"CAGDP1-3","01009","Blount, AL","Thousands of dollars","3",928552,2014,"CAGDP1"
"CAGDP1-3","01011","Bullock, AL","Thousands of dollars","3",219838,2014,"CAGDP1"
"CAGDP1-3","01013","Butler, AL","Thousands of dollars","3",584623,2014,"CAGDP1"
"CAGDP1-3","01015","Calhoun, AL","Thousands of dollars","3",4008257,2014,"CAGDP1"
"CAGDP1-3","01017","Chambers, AL","Thousands of dollars","3",785247,2014,"CAGDP1"
"CAGDP1-3","01019","Cherokee, AL","Thousands of dollars","3",535539,2014,"CAGDP1"
"CAGDP1-3","01021","Chilton, AL","Thousands of dollars","3",856050,2014,"CAGDP1"
"CAGDP1-3","01023","Choctaw, AL","Thousands of dollars","3",566223,2014,"CAGDP1"
"CAGDP1-3","01025","Clarke, AL","Thousands of dollars","3",811309,2014,"CAGDP1"
"CAGDP1-3","01027","Clay, AL","Thousands of dollars","3",321812,2014,"CAGDP1"
"CAGDP1-3","01029","Cleburne, AL","Thousands of dollars","3",306940,2014,"CAGDP1"
"CAGDP1-3","01031","Coffee, AL","Thousands of dollars","3",1289575,2014,"CAGDP1"
"CAGDP1-3","01033","Colbert, AL","Thousands of dollars","3",2637856,2014,"CAGDP1"
"CAGDP1-3","01035","Conecuh, AL","Thousands of dollars","3",469991,2014,"CAGDP1"
"CAGDP1-3","01037","Coosa, AL","Thousands of dollars","3",165735,2014,"CAGDP1"
"CAGDP1-3","01039","Covington, AL","Thousands of dollars","3",1190625,2014,"CAGDP1"
"CAGDP1-3","01041","Crenshaw, AL","Thousands of dollars","3",427420,2014,"CAGDP1"
"CAGDP1-3","01043","Cullman, AL","Thousands of dollars","3",2569023,2014,"CAGDP1"
"CAGDP1-3","01045","Dale, AL","Thousands of dollars","3",2731175,2014,"CAGDP1"
"CAGDP1-3","01047","Dallas, AL","Thousands of dollars","3",1253912,2014,"CAGDP1"
"CAGDP1-3","01049","DeKalb, AL","Thousands of dollars","3",1839816,2014,"CAGDP1"
"CAGDP1-3","01051","Elmore, AL","Thousands of dollars","3",1752823,2014,"CAGDP1"
"CAGDP1-3","01053","Escambia, AL","Thousands of dollars","3",1230996,2014,"CAGDP1"
"CAGDP1-3","01055","Etowah, AL","Thousands of dollars","3",2852936,2014,"CAGDP1"
"CAGDP1-3","01057","Fayette, AL","Thousands of dollars","3",338501,2014,"CAGDP1"
"CAGDP1-3","01059","Franklin, AL","Thousands of dollars","3",868068,2014,"CAGDP1"
"CAGDP1-3","01061","Geneva, AL","Thousands of dollars","3",517946,2014,"CAGDP1"
"CAGDP1-3","01063","Greene, AL","Thousands of dollars","3",277627,2014,"CAGDP1"
"CAGDP1-3","01065","Hale, AL","Thousands of dollars","3",291311,2014,"CAGDP1"
"CAGDP1-3","01067","Henry, AL","Thousands of dollars","3",361261,2014,"CAGDP1"
"CAGDP1-3","01069","Houston, AL","Thousands of dollars","3",4688563,2014,"CAGDP1"
"CAGDP1-3","01071","Jackson, AL","Thousands of dollars","3",1606493,2014,"CAGDP1"
"CAGDP1-3","01073","Jefferson, AL","Thousands of dollars","3",41019726,2014,"CAGDP1"
"CAGDP1-3","01075","Lamar, AL","Thousands of dollars","3",322962,2014,"CAGDP1"
"CAGDP1-3","01077","Lauderdale, AL","Thousands of dollars","3",2521541,2014,"CAGDP1"
"CAGDP1-3","01079","Lawrence, AL","Thousands of dollars","3",648740,2014,"CAGDP1"
"CAGDP1-3","01081","Lee, AL","Thousands of dollars","3",5162758,2014,"CAGDP1"
"CAGDP1-3","01083","Limestone, AL","Thousands of dollars","3",3365296,2014,"CAGDP1"
"CAGDP1-3","01085","Lowndes, AL","Thousands of dollars","3",458964,2014,"CAGDP1"
"CAGDP1-3","01087","Macon, AL","Thousands of dollars","3",491978,2014,"CAGDP1"
"CAGDP1-3","01089","Madison, AL","Thousands of dollars","3",20861681,2014,"CAGDP1"
"CAGDP1-3","01091","Marengo, AL","Thousands of dollars","3",717478,2014,"CAGDP1"
"CAGDP1-3","01093","Marion, AL","Thousands of dollars","3",824399,2014,"CAGDP1"
"CAGDP1-3","01095","Marshall, AL","Thousands of dollars","3",3003533,2014,"CAGDP1"
"CAGDP1-3","01097","Mobile, AL","Thousands of dollars","3",18519469,2014,"CAGDP1"
"CAGDP1-3","01099","Monroe, AL","Thousands of dollars","3",668075,2014,"CAGDP1"
"CAGDP1-3","01101","Montgomery, AL","Thousands of dollars","3",12593544,2014,"CAGDP1"
"CAGDP1-3","01103","Morgan, AL","Thousands of dollars","3",5028891,2014,"CAGDP1"
"CAGDP1-3","01105","Perry, AL","Thousands of dollars","3",202669,2014,"CAGDP1"
"CAGDP1-3","01107","Pickens, AL","Thousands of dollars","3",443773,2014,"CAGDP1"
"CAGDP1-3","01109","Pike, AL","Thousands of dollars","3",1255782,2014,"CAGDP1"
"CAGDP1-3","01111","Randolph, AL","Thousands of dollars","3",486451,2014,"CAGDP1"
"CAGDP1-3","01113","Russell, AL","Thousands of dollars","3",1365126,2014,"CAGDP1"
"CAGDP1-3","01115","St. Clair, AL","Thousands of dollars","3",1838572,2014,"CAGDP1"
"CAGDP1-3","01117","Shelby, AL","Thousands of dollars","3",9758959,2014,"CAGDP1"
"CAGDP1-3","01119","Sumter, AL","Thousands of dollars","3",351547,2014,"CAGDP1"
"CAGDP1-3","01121","Talladega, AL","Thousands of dollars","3",2853523,2014,"CAGDP1"
"CAGDP1-3","01123","Tallapoosa, AL","Thousands of dollars","3",1208072,2014,"CAGDP1"
"CAGDP1-3","01125","Tuscaloosa, AL","Thousands of dollars","3",9259232,2014,"CAGDP1"
"CAGDP1-3","01127","Walker, AL","Thousands of dollars","3",1860008,2014,"CAGDP1"
"CAGDP1-3","01129","Washington, AL","Thousands of dollars","3",870446,2014,"CAGDP1"
"CAGDP1-3","01131","Wilcox, AL","Thousands of dollars","3",379042,2014,"CAGDP1"
"CAGDP1-3","01133","Winston, AL","Thousands of dollars","3",671624,2014,"CAGDP1"
"CAGDP1-3","02013","Aleutians East Borough, AK","Thousands of dollars","3",145177,2014,"CAGDP1"
"CAGDP1-3","02016","Aleutians West Census Area, AK","Thousands of dollars","3",408860,2014,"CAGDP1"
"CAGDP1-3","02020","Anchorage Municipality, AK","Thousands of dollars","3",21538191,2014,"CAGDP1"
"CAGDP1-3","02050","Bethel Census Area, AK","Thousands of dollars","3",671982,2014,"CAGDP1"
"CAGDP1-3","02060","Bristol Bay Borough, AK","Thousands of dollars","3",127893,2014,"CAGDP1"
"CAGDP1-3","02063","Chugach Census Area, AK*","Thousands of dollars","3",0,2014,"CAGDP1"
"CAGDP1-3","02066","Copper River Census Area, AK*","Thousands of dollars","3",0,2014,"CAGDP1"
"CAGDP1-3","02068","Denali Borough, AK","Thousands of dollars","3",264565,2014,"CAGDP1"
"CAGDP1-3","02070","Dillingham Census Area, AK","Thousands of dollars","3",263863,2014,"CAGDP1"
"CAGDP1-3","02090","Fairbanks North Star Borough, AK","Thousands of dollars","3",5609629,2014,"CAGDP1"
"CAGDP1-3","02100","Haines Borough, AK","Thousands of dollars","3",100425,2014,"CAGDP1"
"CAGDP1-3","02105","Hoonah-Angoon Census Area, AK*","Thousands of dollars","3",89059,2014,"CAGDP1"
"CAGDP1-3","02110","Juneau City and Borough, AK","Thousands of dollars","3",2389772,2014,"CAGDP1"
"CAGDP1-3","02122","Kenai Peninsula Borough, AK","Thousands of dollars","3",3217133,2014,"CAGDP1"
"CAGDP1-3","02130","Ketchikan Gateway Borough, AK*","Thousands of dollars","3",886865,2014,"CAGDP1"
"CAGDP1-3","02150","Kodiak Island Borough, AK","Thousands of dollars","3",819354,2014,"CAGDP1"
"CAGDP1-3","02158","Kusilvak Census Area, AK*","Thousands of dollars","3",154696,2014,"CAGDP1"
"CAGDP1-3","02164","Lake and Peninsula Borough, AK","Thousands of dollars","3",86245,2014,"CAGDP1"
"CAGDP1-3","02170","Matanuska-Susitna Borough, AK","Thousands of dollars","3",2530914,2014,"CAGDP1"
"CAGDP1-3","02180","Nome Census Area, AK","Thousands of dollars","3",425807,2014,"CAGDP1"
"CAGDP1-3","02185","North Slope Borough, AK","Thousands of dollars","3",12080436,2014,"CAGDP1"
"CAGDP1-3","02188","Northwest Arctic Borough, AK","Thousands of dollars","3",605792,2014,"CAGDP1"
"CAGDP1-3","02195","Petersburg Borough, AK*","Thousands of dollars","3",185146,2014,"CAGDP1"
"CAGDP1-3","02198","Prince of Wales-Hyder Census Area, AK*","Thousands of dollars","3",242567,2014,"CAGDP1"
"CAGDP1-3","02201","Prince of Wales-Outer Ketchikan Census Area, AK*","Thousands of dollars","3",0,2014,"CAGDP1"
"CAGDP1-3","02220","Sitka City and Borough, AK","Thousands of dollars","3",523368,2014,"CAGDP1"
"CAGDP1-3","02230","Skagway Municipality, AK*","Thousands of dollars","3",89003,2014,"CAGDP1"
"CAGDP1-3","02232","Skagway-Hoonah-Angoon Census Area, AK*","Thousands of dollars","3",0,2014,"CAGDP1"
"CAGDP1-3","02240","Southeast Fairbanks Census Area, AK","Thousands of dollars","3",592628,2014,"CAGDP1"
"CAGDP1-3","02261","Valdez-Cordova Census Area, AK*","Thousands of dollars","3",2151858,2014,"CAGDP1"
"CAGDP1-3","02275","Wrangell City and Borough, AK*","Thousands of dollars","3",94564,2014,"CAGDP1"
"CAGDP1-3","02280","Wrangell-Petersburg Census Area, AK*","Thousands of dollars","3",0,2014,"CAGDP1"
"CAGDP1-3","02282","Yakutat City and Borough, AK*","Thousands of dollars","3",41256,2014,"CAGDP1"
"CAGDP1-3","02290","Yukon-Koyukuk Census Area, AK","Thousands of dollars","3",250333,2014,"CAGDP1"
"CAGDP1-3","04001","Apache, AZ","Thousands of dollars","3",2523196,2014,"CAGDP1"
"CAGDP1-3","04003","Cochise, AZ","Thousands of dollars","3",4268104,2014,"CAGDP1"
"CAGDP1-3","04005","Coconino, AZ","Thousands of dollars","3",6711052,2014,"CAGDP1"
"CAGDP1-3","04007","Gila, AZ","Thousands of dollars","3",1800891,2014,"CAGDP1"
"CAGDP1-3","04009","Graham, AZ","Thousands of dollars","3",771699,2014,"CAGDP1"
"CAGDP1-3","04011","Greenlee, AZ","Thousands of dollars","3",1604036,2014,"CAGDP1"
"CAGDP1-3","04012","La Paz, AZ","Thousands of dollars","3",557440,2014,"CAGDP1"
"CAGDP1-3","04013","Maricopa, AZ","Thousands of dollars","3",201483150,2014,"CAGDP1"
"CAGDP1-3","04015","Mohave, AZ","Thousands of dollars","3",4931085,2014,"CAGDP1"
"CAGDP1-3","04017","Navajo, AZ","Thousands of dollars","3",2756147,2014,"CAGDP1"
"CAGDP1-3","04019","Pima, AZ","Thousands of dollars","3",37619042,2014,"CAGDP1"
"CAGDP1-3","04021","Pinal, AZ","Thousands of dollars","3",7511220,2014,"CAGDP1"
"CAGDP1-3","04023","Santa Cruz, AZ","Thousands of dollars","3",1549101,2014,"CAGDP1"
"CAGDP1-3","04025","Yavapai, AZ","Thousands of dollars","3",6164434,2014,"CAGDP1"
"CAGDP1-3","04027","Yuma, AZ","Thousands of dollars","3",6425369,2014,"CAGDP1"
"CAGDP1-3","05001","Arkansas, AR","Thousands of dollars","3",985033,2014,"CAGDP1"
"CAGDP1-3","05003","Ashley, AR","Thousands of dollars","3",854508,2014,"CAGDP1"
"CAGDP1-3","05005","Baxter, AR","Thousands of dollars","3",1203225,2014,"CAGDP1"
"CAGDP1-3","05007","Benton, AR","Thousands of dollars","3",12387735,2014,"CAGDP1"
"CAGDP1-3","05009","Boone, AR","Thousands of dollars","3",1190579,2014,"CAGDP1"
"CAGDP1-3","05011","Bradley, AR","Thousands of dollars","3",315731,2014,"CAGDP1"
"CAGDP1-3","05013","Calhoun, AR","Thousands of dollars","3",290604,2014,"CAGDP1"
"CAGDP1-3","05015","Carroll, AR","Thousands of dollars","3",834066,2014,"CAGDP1"
"CAGDP1-3","05017","Chicot, AR","Thousands of dollars","3",269329,2014,"CAGDP1"
"CAGDP1-3","05019","Clark, AR","Thousands of dollars","3",779469,2014,"CAGDP1"
"CAGDP1-3","05021","Clay, AR","Thousands of dollars","3",352146,2014,"CAGDP1"
"CAGDP1-3","05023","Cleburne, AR","Thousands of dollars","3",858317,2014,"CAGDP1"
"CAGDP1-3","05025","Cleveland, AR","Thousands of dollars","3",141630,2014,"CAGDP1"
"CAGDP1-3","05027","Columbia, AR","Thousands of dollars","3",925409,2014,"CAGDP1"
"CAGDP1-3","05029","Conway, AR","Thousands of dollars","3",966175,2014,"CAGDP1"
"CAGDP1-3","05031","Craighead, AR","Thousands of dollars","3",4026285,2014,"CAGDP1"
"CAGDP1-3","05033","Crawford, AR","Thousands of dollars","3",1653052,2014,"CAGDP1"
"CAGDP1-3","05035","Crittenden, AR","Thousands of dollars","3",1588706,2014,"CAGDP1"
"CAGDP1-3","05037","Cross, AR","Thousands of dollars","3",455668,2014,"CAGDP1"
