"FIPS","State","County","GROC11","GROC16","GROCPTH11","GROCPTH16","CONVS11","CONVS16","CONVSPTH11","CONVSPTH16","SUPERC11","SUPERC16","SUPERCPTH11","SUPERCPTH16","SNAPS12","SNAPS17","SNAPSPTH12","SNAPSPTH17","WICS11","WICS16","WICSPTH11","WICSPTH16","FFR11","FFR16","FFRPTH11","FFRPTH16","FSR11","FSR16","FSRPTH11","FSRPTH16","REDEMP_SNAPS12","REDEMP_SNAPS17","REDEMP_WICS11","REDEMP_WICS16","PC_SNAPBEN12","PC_SNAPBEN17","PC_WIC_REDEMP11","PC_WIC_REDEMP16","FOOD_BANKS18","FOODINSEC_12_14","FOODINSEC_15_17","CH_FOODINSEC_14_17","VLFOODSEC_12_14","VLFOODSEC_15_17","CH_VLFOODSEC_14_17"
"01021","AL","Chilton",7,5,0.160227065,0.114077116,33,33,0.755356162,0.752908966,1,1,0.0228896,0.0228154,46.75,42.5,1.06688879253292,0.964440511040007,7,6,0.160230726003647,0.136686712503433,21,22,0.480681194,0.501939311,21,23,0.480681194,0.524754734,247911.594652406,179241.600941176,132505.765625,128836.7734375,28.1759586334228,20.3894062042236,21.2314949035645,17.6102752685547,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01023","AL","Choctaw",3,3,0.220474756,0.229885057,16,15,1.175865363,1.149425287,0,0,0,0,16.3333333333333,14.4166666666667,1.19807330252573,1.11368610789236,3,3,0.220474749803543,0.229902669787407,6,6,0.440949511,0.459770115,6,7,0.440949511,0.536398467,199087.267959184,190980.333641619,113049.796875,88731.125,31.9420890808105,27.8872146606445,NA,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01025","AL","Clarke",5,6,0.195449926,0.246406571,16,13,0.625439762,0.533880903,2,2,0.07817997,0.082135524,40.1666666666667,36.1666666666667,1.5963859412053,1.50175088928566,10,8,0.390899837017059,0.328555583953857,24,25,0.938159643,1.026694045,13,13,0.508169807,0.533880903,404583.406307054,347058.46921659,76973.421875,101550.5234375,33.3505630493164,26.9311695098877,30.0888996124268,33.3649940490723,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01027","AL","Clay",3,3,0.219170076,0.223713647,5,6,0.36528346,0.447427293,0,0,0,0,10.1666666666667,11.1666666666667,0.756729934251334,0.83539063863744,3,3,0.219202101230621,0.223997607827187,4,4,0.292226768,0.298284862,6,8,0.438340152,0.596569724,181439.672459016,116561.487761194,104615.4765625,83847.2734375,19.7446784973145,12.4498138427734,NA,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01029","AL","Cleburne",3,2,0.20096463,0.134471862,9,12,0.602893891,0.806831171,0,0,0,0,16.6666666666667,12.1666666666667,1.12369651204603,0.8165548098434,5,4,0.334941059350967,0.269305855035782,8,5,0.535905681,0.336179654,3,2,0.20096463,0.134471862,157971.5238,141533.097534247,61103.60546875,53583.84375,23.7255687713623,17.9865779876709,20.4661064147949,14.4304428100586,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01031","AL","Coffee",5,7,0.099139469,0.13667337,25,29,0.495697347,0.566218248,1,1,0.0198279,0.0195248,37.5,42.6666666666667,0.731678763755561,0.822505815373148,6,7,0.11896500736475,0.1368657797575,36,40,0.71380418,0.780990687,21,31,0.416385772,0.605267782,306212.262933333,276972.324140625,193768.421875,159640.546875,16.1651630401611,17.0316543579102,23.0516624450684,21.8493270874023,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01033","AL","Colbert",10,8,0.183371841,0.147256429,49,45,0.898522023,0.828317411,1,1,0.0183372,0.0184071,55.75,63,1.02395033611285,1.15596330275229,9,9,0.165031626820564,0.165541604161263,48,53,0.880184839,0.97557384,31,36,0.568452708,0.662653929,263129.279461883,166642.458730159,139907.296875,113261.484375,22.5326347351074,15.697247505188,23.0891284942627,18.7494869232178,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01035","AL","Conecuh",5,1,0.379161295,0.079904115,18,15,1.364980663,1.198561726,0,0,0,0,22.75,15.8333333333333,1.75256143594484,1.26981580987516,2,2,0.151607036590576,0.159987196326256,3,7,0.227496777,0.559328805,5,3,0.379161295,0.239712345,137903.454505495,192660.267789474,138156.515625,130550.9921875,39.9764862060547,30.5223617553711,NA,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01037","AL","Coosa",0,1,0,0.092515496,11,8,0.957854406,0.740123971,0,0,0,0,5,7,0.455954769286887,0.650920587688302,1,1,0.087054930627346,0.0923702195286751,0,1,0,0.092515496,0,1,0,0.092515496,218925.344,106860.971428571,64989.2890625,54895.16015625,23.2880935668945,18.8844451904297,NA,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01039","AL","Covington",9,6,0.236736197,0.160487883,33,34,0.868032722,0.909431338,1,1,0.026304,0.026748,48.75,54.0833333333333,1.28441575549993,1.45808620007908,10,7,0.263026386499405,0.187255904078484,23,27,0.604992503,0.722195474,19,19,0.499776416,0.50821163,305199.158153846,209586.830939908,85397.1875,106574.375,27.7976169586182,22.7879333496094,22.4617137908936,19.9566802978516,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01041","AL","Crenshaw",6,4,0.431716794,0.287624937,11,7,0.791480789,0.50334364,0,0,0,0,20.25,19.8333333333333,1.43790385571256,1.4298416360272,5,3,0.359738111495972,0.215486288070679,4,8,0.287811196,0.575249874,9,6,0.647575191,0.431437406,167601.420740741,138518.586554622,71658.78125,88526.453125,27.707914352417,24.2892837524414,25.7783946990967,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01043","AL","Cullman",13,15,0.161669423,0.182211317,57,53,0.708858241,0.643813318,1,2,0.0124361,0.0242948,77.5,74.0833333333333,0.963451019393337,0.895212776670091,11,12,0.136814221739769,0.145532160997391,52,63,0.646677693,0.765287529,44,43,0.547188817,0.522339107,224490.19483871,173747.716805399,162473.015625,123863.796875,18.9764347076416,12.8924741744995,22.2286186218262,18.0261669158936,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01045","AL","Dale",8,6,0.159658331,0.121881856,36,29,0.71846249,0.589095637,1,1,0.0199573,0.0203136,36.5833333333333,51.3333333333333,0.72522665397933,1.04280935548965,8,6,0.159642398357391,0.121701382100582,32,35,0.638633325,0.710977492,30,27,0.598718742,0.548468351,340056.253120729,196266.092727273,112131.9453125,128246.2734375,27.4772796630859,23.3260879516602,17.9010124206543,15.6077489852905,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01047","AL","Dallas",8,8,0.184945441,0.199595818,36,36,0.832254485,0.898181183,1,1,0.0231182,0.0249495,55.5833333333333,43.6666666666667,1.2967369665298,1.11351948659102,11,8,0.254299968481064,0.199541062116623,20,25,0.462363603,0.623736933,18,12,0.416127242,0.299393728,505114.859190405,517993.005572519,163886.140625,169233.0625,53.308406829834,45.9263038635254,41.6762428283691,33.7689437866211,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01049","AL","DeKalb",14,16,0.196207588,0.224668614,46,50,0.644682074,0.702089418,1,1,0.0140148,0.0140418,83.8333333333333,81.9166666666667,1.17942224723316,1.1438159468655,11,11,0.154165267944336,0.154709503054619,39,40,0.54657828,0.561671534,33,32,0.462489314,0.449337228,226782.464850895,191554.517639878,173075.140625,139574.234375,26.102746963501,22.3294277191162,26.6821746826172,21.5934600830078,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01051","AL","Elmore",7,8,0.087493438,0.098473658,59,55,0.737444692,0.677006401,2,2,0.0249981,0.0246184,65.75,66.8333333333333,0.815463418869141,0.818263811517726,11,9,0.137484535574913,0.110751509666443,32,39,0.399970002,0.480059084,36,40,0.449966253,0.492368291,350017.541901141,266212.325985037,138963.3125,150784.328125,20.3991107940674,14.0308780670166,19.1053047180176,16.699592590332,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01053","AL","Escambia",6,4,0.15705984,0.106734977,29,30,0.759122559,0.800512328,0,2,0,0.0533675,42.25,42.0833333333333,1.11201768700321,1.12381054112034,6,6,0.157063946127892,0.160051211714745,23,28,0.602062719,0.747144839,18,19,0.471179519,0.506991141,319667.684497041,247229.134574257,176760.15625,148498.171875,34.0209846496582,26.5241546630859,27.7626495361328,23.7673149108887,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01055","AL","Etowah",17,14,0.162907028,0.136284874,71,70,0.680376411,0.681424372,2,2,0.0191655,0.0194693,101,108.5,0.967507088665798,1.05590968809304,16,14,0.153318390250206,0.13612188398838,76,85,0.728290243,0.82744388,53,58,0.507886617,0.564608765,271338.489405941,155505.793824885,152848.5625,156642.703125,21.8754291534424,14.7332649230957,23.4344940185547,21.3225002288818,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01057","AL","Fayette",7,4,0.410557185,0.241867215,11,8,0.64516129,0.48373443,1,1,0.058651,0.0604668,12.6666666666667,14,0.745843883098785,0.850133592421666,5,4,0.293306738138199,0.24161884188652,15,13,0.879765396,0.786068448,7,9,0.410557185,0.544201234,405875.198684211,294341.165714286,72476.53125,74313.359375,28.5056648254395,25.286413192749,21.2578563690186,17.9555072784424,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01059","AL","Franklin",6,10,0.188875248,0.316686196,32,20,1.007334655,0.633372391,1,1,0.0314792,0.0316686,30.75,33.0833333333333,0.968168508548219,1.05043128538922,7,7,0.220326706767082,0.221141085028648,17,17,0.535146536,0.538366533,18,17,0.566625744,0.538366533,348542.81495935,230148.451889169,152128.796875,129105.8203125,27.3206348419189,20.320686340332,33.5180397033691,28.5506019592285,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01061","AL","Geneva",11,10,0.411061286,0.377130789,14,15,0.523168909,0.565696183,0,0,0,0,23.1666666666667,31.5833333333333,0.860223039124677,1.19538750741203,6,7,0.224223628640175,0.26417088508606,11,10,0.411061286,0.377130789,9,19,0.33632287,0.716548499,348479.956402878,209348.227757256,91533.3515625,64855.328125,29.0465927124023,21.4948959350586,20.5239391326904,17.1328887939453,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01063","AL","Greene",2,2,0.224542495,0.235626767,11,13,1.234983721,1.531573987,0,0,0,0,15.1666666666667,14.8333333333333,1.70872765509989,1.78071228491397,2,2,0.224592924118042,0.235765650868416,0,2,0,0.235626767,0,2,0,0.235626767,149920.70967033,109714.856629213,159632.9375,125394.2421875,49.0472946166992,40.1060409545898,NA,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01065","AL","Hale",5,2,0.325563224,0.134707348,13,12,0.846464383,0.80824409,0,0,0,0,15.0833333333333,14.25,0.980201022441729,0.962057790980286,4,2,0.260450571775436,0.134816318750381,4,10,0.26045058,0.673536741,5,4,0.325563224,0.269414697,295879.12640884,225814.763508772,112201.9921875,153736.609375,34.0494804382324,29.2893142700195,29.2230739593506,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01067","AL","Henry",3,2,0.172651934,0.117013808,15,12,0.863259669,0.702082846,0,0,0,0,17.5833333333333,12.5833333333333,1.01714197566572,0.733850430590385,3,4,0.17264199256897,0.234150916337967,10,13,0.575506446,0.76058975,9,8,0.517955801,0.468055231,135975.070521327,124707.13192053,89802.8046875,53174.51171875,24.7080879211426,19.3425483703613,NA,12.4508609771729,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01069","AL","Houston",16,17,0.156146309,0.163190078,73,71,0.712417535,0.681558561,3,3,0.0292774,0.0287982,121,136.666666666667,1.17019013171892,1.30974514276222,22,22,0.214696988463402,0.211053445935249,91,116,0.888082133,1.113532297,78,73,0.761213257,0.700757394,330163.779421488,246409.552756098,126758.015625,110966.2734375,24.8358516693115,21.0477638244629,27.214563369751,23.4198150634766,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01071","AL","Jackson",11,11,0.206720289,0.211339315,39,42,0.732917387,0.80693193,1,1,0.0187928,0.0192127,55.0833333333333,49.25,1.03893572744362,0.948775742164172,11,11,0.20673194527626,0.211343377828598,30,32,0.563782605,0.61480528,29,26,0.544989852,0.49952929,220545.15322239,163199.580507614,93531.7265625,71070.0859375,22.5414981842041,15.7471084594727,19.3359966278076,15.0201921463013,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01073","AL","Jefferson",102,107,0.155064922,0.162183382,458,459,0.696271905,0.695721239,18,19,0.0273644,0.0287989,551.583333333333,569.416666666667,0.835720927037863,0.863803486160688,96,79,0.145902648568153,0.119637876749039,605,709,0.919747822,1.074654375,386,392,0.586814313,0.594167158,364831.812455053,274152.594749012,173528.5,135000.46875,24.6150035858154,20.0218353271484,25.318265914917,16.1511688232422,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01075","AL","Lamar",4,4,0.279974802,0.286758907,8,9,0.559949605,0.645207542,0,0,0,0,12.3333333333333,13.3333333333333,0.864950791313089,0.956068645728763,4,4,0.279974788427353,0.287211894989014,5,6,0.349968503,0.430138361,12,7,0.839924407,0.501828088,241560.638108108,154912.93275,64997.0234375,49199.703125,26.254825592041,21.7206840515137,18.1975288391113,14.1307401657104,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01077","AL","Lauderdale",19,19,0.205176938,0.205808122,55,49,0.593933242,0.530768314,2,3,0.0215976,0.032496,80.6666666666667,93.0833333333333,0.871676283921535,1.00589307455676,17,18,0.183573424816132,0.194685101509094,68,71,0.734317463,0.769072455,69,69,0.745116249,0.747408442,274112.688099173,174954.722578335,104973.046875,82345.203125,18.5092239379883,13.493556022644,19.2702617645264,16.0313835144043,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01079","AL","Lawrence",6,3,0.17622698,0.090274434,21,20,0.616794431,0.601829562,1,1,0.0293712,0.0300915,27.1666666666667,27.25,0.802844927793211,0.824533268782717,6,4,0.176216632127762,0.120362289249897,18,15,0.528680941,0.451372171,18,15,0.528680941,0.451372171,267727.678895705,216785.051376147,110949.171875,123161.2890625,24.5673713684082,20.6814117431641,19.5510883331299,14.823974609375,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01081","AL","Lee",13,18,0.090204487,0.113219652,75,79,0.5204105,0.496908474,3,3,0.0208164,0.0188699,88.0833333333333,100.5,0.598160585461698,0.621890547263682,14,16,0.097134530544281,0.100441314280033,107,145,0.742452313,0.9120472,99,102,0.68694186,0.64157803,339127.457029328,236835.240696517,138994.84375,121025.671875,15.9100713729858,12.2609386444092,13.5011987686157,12.1559782028198,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01083","AL","Limestone",13,10,0.151993453,0.107619458,56,59,0.654741027,0.6349548,1,1,0.0116918,0.0107619,62.0833333333333,67.8333333333333,0.708277241578631,0.718558222636526,9,8,0.105211474001408,0.0861688256263733,40,52,0.467672162,0.55962118,37,44,0.43259675,0.473525613,263637.117583893,174496.423931204,154942.625,144126.015625,18.0538692474365,11.6355228424072,16.3017406463623,12.4191694259644,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01085","AL","Lowndes",2,2,0.179694519,0.195293428,8,9,0.718778077,0.878820428,0,0,0,0,16.6666666666667,13.25,1.53510791808664,1.31500595474395,4,2,0.359098672866821,0.195064857602119,1,1,0.08984726,0.097646714,2,2,0.179694519,0.195293428,127112.7246,116757.381886792,79612.6484375,81811.7578125,52.2081871032715,44.0651054382324,28.588794708252,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01087","AL","Macon",5,4,0.234918248,0.209731544,15,13,0.704754745,0.681627517,0,0,0,0,13,18,0.633065497930363,0.959744068248467,4,4,0.187961086630821,0.209819555282593,11,9,0.516820147,0.471895973,2,3,0.093967299,0.157298658,523231.429230769,254555.435555556,104726.703125,78506.9921875,52.8887367248535,35.5905075073242,19.6845455169678,16.4723014831543,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01089","AL","Madison",38,46,0.111923044,0.129100339,211,217,0.621467429,0.609016817,10,14,0.0294534,0.0392914,227.583333333333,263.166666666667,0.663353542419649,0.728900657164646,37,44,0.108975134789944,0.123311124742031,300,333,0.88360298,0.934574193,238,223,0.700991697,0.625855991,301028.960014646,243286.626193794,136993.15625,103763.4375,14.7957210540771,13.2136898040771,14.9288473129272,12.7951860427856,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01091","AL","Marengo",5,3,0.242142477,0.153806716,18,21,0.871712916,1.076647014,1,1,0.0484285,0.0512689,25.5833333333333,22.8333333333333,1.25402349558028,1.17849462365591,6,5,0.290542840957642,0.256200045347214,14,18,0.677998935,0.922840297,11,12,0.532713449,0.615226865,395813.202996743,376239.565839416,105331.4296875,110890.7421875,32.404224395752,27.2817211151123,30.6032905578613,28.4102115631104,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01093","AL","Marion",6,3,0.195758564,0.100260678,18,23,0.587275693,0.768665196,2,2,0.065252855,0.066840452,22.8333333333333,22.6666666666667,0.752904452578011,0.759785025531011,7,6,0.228377535939217,0.200240284204483,23,19,0.75040783,0.634984292,17,21,0.554649266,0.701824744,366487.665985401,308877.279264706,91770.125,91081.640625,25.8393478393555,19.4583187103271,20.9582347869873,18.2382144927979,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01095","AL","Marshall",22,22,0.234316754,0.231474175,59,74,0.62839493,0.778594952,3,3,0.0319523,0.0315647,89.1666666666667,100.666666666667,0.940814833572494,1.05357167776057,15,16,0.159758016467094,0.16820327937603,70,80,0.745553307,0.841724272,66,62,0.702950261,0.652336311,362775.772373832,263520.193112583,228283.828125,184169.875,23.2574806213379,18.9180660247803,36.4701728820801,30.9779758453369,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01097","AL","Mobile",59,56,0.142776939,0.134987899,228,250,0.551748171,0.60262455,8,10,0.0193596,0.024105,463.333333333333,484.25,1.11933567830132,1.16981314394077,54,55,0.130674034357071,0.132370963692665,257,276,0.621926666,0.665297504,206,218,0.498509312,0.525488608,341039.156805755,268164.097738771,188087.953125,166927.203125,31.4581890106201,25.6356372833252,24.5782127380371,22.0963134765625,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01099","AL","Monroe",6,5,0.263157895,0.23178194,16,14,0.701754386,0.648989431,0,1,0,0.0463564,25.5833333333333,26.6666666666667,1.13190573105625,1.25037120395117,7,5,0.307071417570114,0.232072412967682,10,10,0.438596491,0.463563879,10,9,0.438596491,0.417207491,328256.043127036,231100.92975,93342.3515625,91948.046875,30.8437004089355,22.6707935333252,28.6627674102783,21.3386058807373,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01101","AL","Montgomery",35,34,0.152730383,0.14996736,136,149,0.593466631,0.657209901,6,6,0.0261824,0.0264648,195.083333333333,213.583333333333,0.847639282957273,0.942365333309802,28,25,0.122181110084057,0.110097236931324,175,218,0.763651914,0.961555426,134,145,0.58473918,0.639566683,491174.299530115,393956.205040968,215625.734375,215901.65625,32.3510513305664,29.0713996887207,26.3453903198242,23.7701759338379,1,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01103","AL","Morgan",19,18,0.158324098,0.151490923,99,95,0.824951878,0.799535428,2,2,0.0166657,0.0168323,100.333333333333,118,0.833367941636558,0.993115521217324,17,17,0.141651317477226,0.14289316534996,97,90,0.808286183,0.757454616,62,64,0.51663653,0.538634393,287712.557142857,201213.551694915,175693.609375,144490.46875,19.2310352325439,16.1872215270996,24.8872318267822,20.6466999053955,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01105","AL","Perry",4,3,0.38197097,0.313479624,7,8,0.668449198,0.835945664,0,0,0,0,18.75,11.0833333333333,1.84166584814851,1.18677945533069,4,3,0.382592052221298,0.314861446619034,2,2,0.190985485,0.208986416,7,6,0.668449198,0.626959248,221439.5712,225434.972030075,115429.9453125,99372.8828125,58.8750343322754,44.2053031921387,44.1625785827637,NA,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01107","AL","Pickens",4,5,0.206675623,0.246123554,10,9,0.516689057,0.443022397,0,0,0,0,23.9166666666667,24.6666666666667,1.23250021472129,1.22257467618292,6,4,0.310013443231583,0.196957007050514,6,7,0.310013434,0.344572976,10,5,0.516689057,0.246123554,190677.403902439,140031.353918919,88330.796875,105781.1484375,27.5375823974609,19.9040107727051,27.3837337493896,20.8343391418457,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01109","AL","Pike",8,7,0.242666909,0.210748156,19,20,0.57633391,0.602137588,1,1,0.0303334,0.0301069,40.1666666666667,37.5833333333333,1.21049565025214,1.12974819891584,6,6,0.181724563241005,0.17899227142334,27,34,0.819000819,1.0236339,18,23,0.546000546,0.692458227,314543.67186722,279291.093392461,164155.859375,129082.890625,31.0589351654053,24.313383102417,29.8311538696289,23.1048393249512,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01111","AL","Randolph",4,3,0.175901495,0.133345186,15,20,0.659630607,0.888967908,1,1,0.0439754,0.0444484,18.1666666666667,20.5833333333333,0.801176038221242,0.907954712542273,5,4,0.219847857952118,0.177714586257935,9,10,0.395778364,0.444483954,11,7,0.483729112,0.311138768,387949.429541284,239240.482591093,104632.4140625,109048.703125,33.7335052490234,25.2352600097656,23.0032138824463,19.379545211792,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01113","AL","Russell",8,12,0.145897543,0.206267081,34,35,0.62006456,0.601612321,1,1,0.0182372,0.0171889,52.8333333333333,62.0833333333333,0.913755332641531,1.08832208490373,12,11,0.218854293227196,0.188977465033531,43,48,0.784199296,0.825068326,22,23,0.401218244,0.39534524,532816.013943218,335457.584053691,116482.4921875,156708.296875,36.6633033752441,28.011510848999,25.4926948547363,29.6143360137939,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
"01115","AL","St. Clair",12,14,0.142499198,0.160032921,57,53,0.676871193,0.605838915,2,3,0.0237499,0.0342928,65.8333333333333,74.0833333333333,0.772356292846221,0.839956613264701,14,12,0.166740104556084,0.137420833110809,46,55,0.546246927,0.628700761,43,42,0.510622128,0.480098763,310506.232405063,189329.643644544,123936.3515625,119841.6875,19.745023727417,14.1375370025635,20.6651611328125,16.4687442779541,0,16.8,16.3,-0.5,7.2,7.1,-0.100000000000001
