"FIPS","State","County","REDEMP_SNAPS11","REDEMP_WICS11","PC_SNAPBEN10","PC_WIC_REDEMP11","SNAPS11","SNAPSPTH11","WICS11","WICSPTH11"
"01053","AL","Escambia",312759.206818182,137168.515,30.1830816816735,28.8055681848012,44,1.15500721879512,8,0.210001312508203
"01055","AL","Etowah",273289.104911403,144144.761764706,20.5731314873484,23.4936765960711,114,1.09296952149027,17,0.162986683029251
"01057","AL","Fayette",455177.699230769,72476.534,27.6386108540064,21.0908316843208,13,0.756605750203702,5,0.291002211616808
"01059","AL","Franklin",317037.026754054,152128.8,25.2291122744988,33.3992472713587,37,1.16045665537574,7,0.219545853719734
"01061","AL","Geneva",318720.078181818,91533.35,25.1767273590251,20.5070796460177,22,0.8214779134461,6,0.224039430939845
"01063","AL","Greene",155533.451111111,NA,45.6679107225795,NA,18,2.01771101894406,2,0.224190113216007
"01065","AL","Hale",256307.8375,112201.99,32.2489091597728,29.1036871798197,20,1.2969327540367,4,0.259386550807341
"01067","AL","Henry",111774.618090476,NA,24.6586969400558,NA,21,1.20606478290834,3,0.172294968986906
"01069","AL","Houston",300851.405625,126758.013181818,22.3806636548175,27.2414138069142,128,1.25037853256357,22,0.214908810284363
"01071","AL","Jackson",236390.488748437,93531.73,21.2381625794013,19.3062436433919,64,1.20095325664746,11,0.206413840986283
"01073","AL","Jefferson",359001.95422292,173528.499375,20.6586430757107,25.281457299778,637,0.966717304239746,96,0.145690519948219
"01075","AL","Lamar",265339.835384615,64997.025,25.2775966845655,18.16701138984,13,0.908392145901754,4,0.279505275662078
"01077","AL","Lauderdale",291109.167585057,104973.047058824,17.4921702314694,19.2339142712409,87,0.937691984350244,17,0.183227169355795
"01079","AL","Lawrence",268203.535757576,110949.168333333,22.1179683700999,19.5121203505584,33,0.967259723891315,6,0.175865404343875
"01081","AL","Lee",255224.933578947,138994.840714286,14.4766468435521,13.5634968773524,95,0.662168567206624,14,0.0975827362199236
"01083","AL","Limestone",276810.643478261,154942.617777778,16.2831755127998,16.3347767925125,69,0.808255924281648,9,0.105424685775867
"01085","AL","Lowndes",127057.044757143,79612.645,48.2045936577115,28.5682766663676,21,1.88391495469633,4,0.358840943751682
"01087","AL","Macon",419170.77375,104726.7,43.260995282121,19.7765461240676,16,0.755358323104523,4,0.188839580776131
"01089","AL","Madison",344022.634326531,136993.152162162,11.8210629262278,14.9032128628595,245,0.720353061206488,37,0.108788013325062
"01091","AL","Marengo",395695.349306897,105331.428333333,31.4011268181238,30.5426527160255,29,1.4015078291127,6,0.2899671370578
"01093","AL","Marion",346359.025517241,91770.1214285714,26.2908638870856,20.950032612595,29,0.945765254541304,7,0.22828816488928
"01095","AL","Marshall",372909.27754902,228283.825333333,19.4816287404549,36.3640526304611,102,1.08319350933458,15,0.159293163137438
"01097","AL","Mobile",291172.583475651,187406.233636364,27.7758070907576,24.9828343557687,538,1.30399901109369,55,0.133308449089503
"01099","AL","Monroe",301850.910666667,93342.3514285714,29.8441023991194,28.70810456942,30,1.31810193321617,7,0.307557117750439
"01101","AL","Montgomery",382093.263332917,215625.731428571,27.0825270184098,26.0202061784581,240,1.03434009102193,28,0.120673010619225
"01103","AL","Morgan",300427.631206897,175693.61,16.5018364174811,24.8996804581795,116,0.967045426125232,17,0.141722174518353
"01105","AL","Perry",202423.189565217,115429.9425,54.4105674901409,44.5116909283717,23,2.21729490022173,4,0.385616504386388
"01107","AL","Pickens",186769.532410345,88330.795,26.7287414073971,27.3908093441522,29,1.4987854669492,6,0.310093544886041
"01109","AL","Pike",288329.95627907,164155.863333333,28.2741787306149,29.9235965365335,43,1.30639526051952,6,0.182287710770166
"01111","AL","Randolph",339232.166956522,104632.416,32.543821836545,22.9587958046254,23,1.00934743494098,5,0.219423355421951
"01113","AL","Russell",422299.341968182,103457.178571429,32.6488764007356,26.5410925016492,66,1.20941141977571,14,0.256541816316059
"01115","AL","St. Clair",334599.231971831,123936.351428571,17.8558276437797,20.5586497310363,71,0.841252162373516,14,0.165880708073651
"01117","AL","Shelby",264523.000093458,104696.320384615,8.01281366402575,13.7524469020289,107,0.540578772936707,26,0.131355589685555
"01119","AL","Sumter",249303.880909091,60741.7114285714,42.2023392407144,31.5471123312064,22,1.63228965721917,7,0.519364890933373
"01121","AL","Talladega",285544.292498958,139432.838461538,26.319253690316,22.1961562010188,96,1.17554858934169,13,0.159188871473354
"01123","AL","Tallapoosa",364682.950267568,133703.685,25.138905760962,25.6980390649401,37,0.888931600317132,8,0.192201427095596
"01125","AL","Tuscaloosa",323097.0384,165276.420454545,17.2754914930939,18.4375174305693,175,0.887374436517233,22,0.111555643447881
"01127","AL","Walker",352094.639998649,181528.955,21.022540517932,27.231657940925,74,1.11009435802043,10,0.150012751083842
"01129","AL","Washington",100108.442268182,62860.9075,23.9136893695763,14.4974417666052,22,1.26845018450184,4,0.230627306273063
"01131","AL","Wilcox",81687.21875,63476.5066666667,54.6429241083404,33.1700958021251,32,2.78697091099112,6,0.522557045810834
"01133","AL","Winston",230646.176176471,86753.28875,20.6648656680724,28.5290545484441,34,1.39762403913347,8,0.328852715090229
"02013","AK","Aleutians East",73624.8133333333,NA,8.80823516926669,NA,6,1.89155107187894,NA,NA
"02016","AK","Aleutians West",81939.3833333333,NA,6.72840616196128,NA,6,1.09011627906977,NA,NA
"02020","AK","Anchorage",472308.912142063,NA,15.1591473457928,NA,126,0.426294955509693,NA,NA
"02050","AK","Bethel",334851.367998333,NA,57.980172025314,NA,60,3.44510794671566,NA,NA
"02060","AK","Bristol Bay",79923.747475,NA,18.7228351721832,NA,4,3.88349514563107,NA,NA
"02068","AK","Denali",NA,NA,6.79992698064987,NA,0,0,NA,NA
"02070","AK","Dillingham",360152.71125,NA,61.4813286569012,NA,8,1.60804020100503,NA,NA
"02090","AK","Fairbanks North Star",517467.703448276,NA,12.0848320882139,NA,29,0.292362287281232,NA,NA
"02100","AK","Haines",NA,NA,13.3240297713982,NA,3,1.17462803445576,NA,NA
"02105","AK","Hoonah-Angoon",NA,NA,NA,NA,NA,NA,NA,NA
"02110","AK","Juneau",381335.97436875,NA,16.005861977085,NA,16,0.497450565850019,NA,NA
"02122","AK","Kenai Peninsula",249819.812,NA,14.8751504211793,NA,40,0.710567921411188,NA,NA
"02130","AK","Ketchikan Gateway",473703.7711,NA,24.86953080557,NA,9,0.662105495475612,NA,NA
"02150","AK","Kodiak Island",191059.175445455,NA,15.8671767706494,NA,11,0.792964244521338,NA,NA
"02164","AK","Lake and Peninsula",53828.0949833333,NA,42.1520539546291,NA,6,3.59712230215827,NA,NA
"02170","AK","Matanuska-Susitna",461515.421282051,NA,17.0768020675319,NA,39,0.42416200813521,NA,NA
"02180","AK","Nome",309707.946666667,NA,59.2867678044669,NA,30,3.04383116883117,NA,NA
"02185","AK","North Slope",223729.153333333,NA,29.9487451396253,NA,12,1.2627591286962,NA,NA
"02188","AK","Northwest Arctic",283850.135454545,NA,49.2046612610218,NA,22,2.84495021337127,NA,NA
"02195","AK","Petersburg",NA,NA,NA,NA,NA,NA,NA,NA
"02198","AK","Prince of Wales-Hyder",NA,NA,NA,NA,NA,NA,NA,NA
"02201","AK","Prince of Wales-Outer Ketchi",NA,NA,NA,NA,NA,NA,NA,NA
"02220","AK","Sitka",296070.66,NA,15.4449573996922,NA,5,0.558534405719392,NA,NA
"02230","AK","Skagway",NA,NA,NA,NA,NA,NA,NA,NA
"02232","AK","Skagway-Hoonah-Angoon",NA,NA,NA,NA,NA,NA,NA,NA
"02240","AK","Southeast Fairbanks",184752.3,NA,27.5169535732916,NA,8,1.12170499158721,NA,NA
"02261","AK","Valdez-Cordova",58774.0589473684,NA,13.5256676352567,NA,19,1.94472876151484,NA,NA
"02270","AK","Wade Hampton",405113.756662963,NA,93.8687044733432,NA,27,3.52388410336727,NA,NA
"02275","AK","Wrangell",NA,NA,NA,NA,NA,NA,NA,NA
"02280","AK","Wrangell-Petersburg",NA,NA,NA,NA,NA,NA,NA,NA
"02282","AK","Yakutat",NA,NA,26.0574018126888,NA,2,3.09597523219814,NA,NA
"02290","AK","Yukon-Koyukuk",82256.6342857143,NA,52.7320448580291,NA,42,7.42574257425743,NA,NA
"04001","AZ","Apache",384459.700875439,74071.5588235294,50.26148395752,34.784505738871,57,0.787281943619563,34,0.469606773387108
"04003","AZ","Cochise",280334.26034188,159269.9375,21.611375400422,19.1187494842035,117,0.877791865795377,16,0.120039913271163
"04005","AZ","Coconino",450111.237209302,60813.7058823529,22.9769620889954,15.3717242456007,86,0.639352915374951,34,0.252767431659864
"04007","AZ","Gila",422865.505712245,110068.076923077,30.6969069756801,26.9246763510462,49,0.922023182297155,13,0.244618395303327
"04009","AZ","Graham",487691.098842308,115593,26.9774958412643,24.894177187929,26,0.699921931784532,8,0.215360594395241
"04011","AZ","Greenlee",74855.0923076923,NA,17.4505432544683,NA,13,1.51057401812689,1,0.116198001394376
"04012","AZ","La Paz",161372.348918919,43381.4545454545,25.2676968687863,23.3701944267594,37,1.81203780792399,11,0.538713942896322
"04013","AZ","Maricopa",403784.614606698,160684.769539078,19.4078455508829,20.6640871038007,2314,0.596354249887378,499,0.128600160196111
"04015","AZ","Mohave",475130.347103448,150680.868275862,27.50699193939,21.5948781078423,145,0.716576641578248,29,0.14331532831565
"04017","AZ","Navajo",537535.703162245,84146.6585365854,40.7236337715165,32.1236242760573,98,0.912493714966759,41,0.38175757462895
"04019","AZ","Pima",425548.934830615,147223.825688073,22.0845752023653,16.2165518523721,650,0.656851619240296,109,0.110148963841834
"04021","AZ","Pinal",432106.796508876,144218.358974359,17.8472139560382,14.6857271170155,169,0.441262480678448,39,0.101829803233488
"04023","AZ","Santa Cruz",675211.265185185,270999.5,30.8480848836316,34.1051472438963,27,0.56632267807702,6,0.125849484017116
"04025","AZ","Yavapai",314853.352183099,99158.9615384615,17.8363195459445,12.167432794684,142,0.670165370384354,26,0.122706335422487
"04027","AZ","Yuma",517792.798099174,209816.592592593,27.6104131891531,28.2025588689202,121,0.602379648528899,27,0.134415293473391
"05001","AR","Arkansas",351084.292777778,111842.676,25.3562227246438,29.6005388524243,18,0.952784247300445,5,0.26466229091679
"05003","AR","Ashley",247367.862588889,97133.4716666667,28.5048582193139,26.8670860224968,27,1.24469850636179,6,0.276599668080398
"05005","AR","Baxter",281631.43033,136238.478,15.4590128393515,16.4000479102465,30,0.722265023112481,5,0.12037750385208
"05007","AR","Benton",240924.377346258,165744.972916667,11.0505453926631,17.480880969959,147,0.645994832041344,24,0.10546854400675
"05009","AR","Boone",247090.724631707,212978.6075,17.9434372995872,22.9930212409921,41,1.10658281827751,4,0.107959299344147
"05011","AR","Bradley",367036.598877778,NA,28.1543274244004,NA,9,0.783835568716251,2,0.174185681936945
"05013","AR","Calhoun",56686.1857142857,NA,14.7168405365127,NA,7,1.36080870917574,1,0.194401244167963
"05015","AR","Carroll",211370.477996,106486.326,14.2917000655833,19.3527053649317,25,0.90869438790346,5,0.181738877580692
"05017","AR","Chicot",230953.3675,110595.9,38.340395480226,37.7428205784489,16,1.36507123965532,4,0.34126780991383
"05019","AR","Clark",350124.19,119881.695,17.8662027977096,20.9785099308776,14,0.612477032111296,4,0.174993437746085
"05021","AR","Clay",155094.42625,NA,17.1506145205082,NA,16,1.00755667506297,3,0.188916876574307
"05023","AR","Cleburne",160347.378148148,102199.02,14.3530997304582,15.7830230493031,27,1.04243079417783,4,0.154434191730049
"05025","AR","Cleveland",71757.48625,NA,20.9747957187248,NA,8,0.922509225092251,1,0.115313653136531
"05027","AR","Columbia",367475.727821739,87148.31,29.1795644618225,25.0005397319782,23,0.942584320314741,7,0.286873488791443
"05029","AR","Conway",274719.497268182,NA,22.9477114965763,NA,22,1.03432063939821,3,0.141043723554302
"05031","AR","Craighead",293009.705280899,144046.386875,19.1684898506544,23.4424267914357,89,0.905253521843056,16,0.162742206174032
"05033","AR","Crawford",307751.276134091,151770.70125,19.1908267148791,19.6010204378148,44,0.710318997804468,8,0.129148908691722
"05035","AR","Crittenden",388255.218923077,141939.751538462,36.9500870954645,36.52086630381,65,1.28649183572489,13,0.257298367144978
"05037","AR","Cross",238706.877495,110210.8125,21.4838649505689,24.7929390922895,20,1.12479613070131,4,0.224959226140262
"05039","AR","Dallas",191453.452727273,NA,24.6324133399047,NA,11,1.36273538156591,1,0.12388503468781
"05041","AR","Desha",275142.23237619,NA,34.9976937269373,NA,21,1.64538117997336,3,0.235054454281909
"05043","AR","Drew",470421.452347059,NA,26.5951699173375,NA,17,0.920561000703958,2,0.108301294200466
"05045","AR","Faulkner",310991.096717187,161124.015454545,13.0765562492825,15.2340871740214,64,0.550102284643551,11,0.0945488301731103
"05047","AR","Franklin",283460.163333333,NA,21.4344827586207,NA,12,0.664930459356126,2,0.110821743226021
"05049","AR","Fulton",152370.9324875,NA,19.8040016333197,NA,8,0.650618087182824,1,0.081327260897853
"05051","AR","Garland",353393.822533333,154824.808333333,19.8951998111583,19.1291308018615,75,0.772208722869734,12,0.123553395659157
"05053","AR","Grant",283165.144,NA,14.3206557254616,NA,10,0.555926173004225,2,0.111185234600845
"05055","AR","Greene",332314.324411765,277015.85,21.224360497347,25.937813670412,34,0.795880149812734,4,0.0936329588014981
"05057","AR","Hempstead",508870.116875,209902.1925,24.2160201689593,37.2480710704938,16,0.709817665587152,4,0.177454416396788
"05059","AR","Hot Spring",222659.660333333,128256.516,19.1482145207504,19.5031349411514,30,0.912381010309905,5,0.152063501718318
"05061","AR","Howard",411663.427,113659.824,21.0856479802741,40.9260492582457,10,0.720149791156561,5,0.36007489557828
"05063","AR","Independence",237161.731023077,201471.82,16.2905558435888,27.3285884810504,39,1.05802881093839,5,0.135644719351076
"05065","AR","Izard",85288.3414285714,49460.525,16.3733936915888,14.743430956107,21,1.56494522691706,4,0.298084805127059
"05067","AR","Jackson",285746.356813636,72532.606,24.4438887962809,20.2990613455726,22,1.23138923094145,5,0.27986118885033
"05069","AR","Jefferson",328484.778163265,213168.621111111,33.1579173930824,25.1622064108281,98,1.28531332791228,9,0.118038979093985
"05071","AR","Johnson",337320.385495,NA,19.5999738971548,NA,20,0.776940408670655,2,0.0776940408670655
"05073","AR","Lafayette",66483.19,NA,29.7907128842381,NA,16,2.12879191059074,2,0.266098988823842
"05075","AR","Lawrence",159904.125416667,77579.916,21.131208728108,22.5811840726511,24,1.3971358714635,5,0.291069973221562
"05077","AR","Lee",224708.486421429,NA,35.39907904835,NA,14,1.35580089095487,1,0.0968429207824908
"05079","AR","Lincoln",255813.121414286,NA,23.2064525258243,NA,7,0.499785806083107,1,0.0713979722975868
"05081","AR","Little River",249144.947272727,NA,20.4173310049857,NA,11,0.846414281317328,3,0.23084025854109
"05083","AR","Logan",300425.67749375,NA,25.0973023755201,NA,16,0.717810677433827,2,0.0897263346792284
"05085","AR","Lonoke",249715.436122449,136958.462222222,13.9929194218503,17.7762962749311,49,0.706652629757286,9,0.129793340159502
"05087","AR","Madison",194943.122211111,NA,18.0483977010032,NA,9,0.570486815415821,2,0.126774847870183
"05089","AR","Marion",337917.825454545,75007.93,21.022238235353,18.1036456887709,11,0.663730163518977,4,0.24135642309781
"05091","AR","Miller",331472.639521429,194332.273333333,23.6298375592472,26.64580177792,42,0.959802554902991,6,0.137114650700427
"05093","AR","Mississippi",259998.297230769,132268.657272727,30.0021514629948,31.6528571117783,65,1.41408867423748,11,0.239307314101727
"05095","AR","Monroe",152520.343157895,NA,31.2308258682047,NA,19,2.35294117647059,3,0.371517027863777
"05097","AR","Montgomery",76793.88799,NA,18.0334492814729,NA,10,1.06010813102936,2,0.212021626205873
"05099","AR","Nevada",80241.298,NA,24.5730058167537,NA,10,1.10901630253965,1,0.110901630253965
"05101","AR","Newton",57673.0858333333,NA,21.1684673869548,NA,12,1.45208131655373,1,0.121006776379477
"05103","AR","Ouachita",321845.127857143,99327.5614285714,27.8043644716692,26.8660328438949,28,1.08191653786708,7,0.27047913446677
"05105","AR","Perry",122466.317128571,NA,19.6744853997128,NA,7,0.67275348390197,1,0.0961076405574243
"05107","AR","Phillips",316552.378330952,139160.955,49.7655926828147,38.9406645835277,42,1.95877250256506,6,0.27982464322358
"05109","AR","Pike",154274.751333333,85534.695,18.1560534939332,30.3880255795364,15,1.33226751931788,4,0.355271338484768
"05111","AR","Poinsett",243729.306996667,143437.503333333,29.6851482731969,35.1074904136412,30,1.22379048706861,6,0.244758097413723
"05113","AR","Polk",335074.007777778,96806.104,22.4849159487626,23.4852265890345,18,0.873362445414847,5,0.242600679281902
"05115","AR","Pope",387927.157352941,214120.1,15.3957638371603,27.4816832715663,34,0.545474964303477,8,0.128347050424347
"05117","AR","Prairie",63600.53,14421.0425,18.2348441384586,6.69345207704804,10,1.16036203295428,4,0.464144813181713
"05119","AR","Pulaski",363887.256360544,184239.288780488,20.2030230508498,19.5543111424052,294,0.761068498753556,41,0.106135402887401
"05121","AR","Randolph",325903.203326667,NA,20.6791325801844,NA,15,0.832547038907698,2,0.11100627185436
"05123","AR","St. Francis",313687.316097561,149792.565,35.7450397527544,32.1328348230247,41,1.46585627457991,6,0.214515552377547
"05125","AR","Saline",254112.958665,169176.372,11.9797793087996,15.4462293884557,60,0.547815130653909,10,0.0913025217756514
"05127","AR","Scott",222740.334607692,NA,25.1120211282234,NA,13,1.15330021291696,2,0.177430801987225
"05129","AR","Searcy",110790.857684615,NA,20.9070571486679,NA,13,1.61772025883524,2,0.248880039820806
"05131","AR","Sebastian",339161.809586777,245318.272,19.0095219917716,28.9456534017164,121,0.951804101410401,15,0.117992243976496
"05133","AR","Sevier",251079.379042857,NA,21.9935904951733,NA,21,1.21436419360435,3,0.173480599086336
"05135","AR","Sharp",301006.522352941,107686.4125,20.5050973123262,24.7839844649022,17,0.978135788262371,4,0.230149597238205
"05137","AR","Stone",252210.886666667,NA,18.5103006831262,NA,12,0.952154248988336,3,0.238038562247084
"05139","AR","Union",294217.377173913,162015.525,26.5336183225662,23.4652074733869,46,1.11038694571173,6,0.144833079875444
"05141","AR","Van Buren",279869.72866,93968.9125,20.0057820179243,22.0029063981736,15,0.878065913481239,4,0.234150910261664
"05143","AR","Washington",283648.638888235,176286.965384615,15.0382882328319,22.0867338727165,153,0.737274781829309,26,0.125288525016745
"05145","AR","White",259303.869230769,130804.750833333,16.1745117373328,20.0808142822419,65,0.831552957130247,12,0.153517469008661
"05147","AR","Woodruff",233592.23875,NA,31.7263544536272,NA,8,1.10665375570618,3,0.414995158389819
"05149","AR","Yell",227316.463333333,183256.8925,16.7380362106528,33.2288109700816,21,0.951949229374433,4,0.181323662737987
"06001","CA","Alameda",213127.351818182,156003.672634409,10.1138581530511,18.966701926628,979,0.639921562219136,186,0.121578560339897
"06003","CA","Alpine",NA,NA,16.5957446808511,NA,0,0,0,0
"06005","CA","Amador",226594.935172414,45391.8644444445,9.9104775406264,10.7640181276842,29,0.76410296946223,9,0.237135404315864
"06007","CA","Butte",245939.753479902,166392.813793103,15.1674242424242,21.9071104936758,204,0.926152924191659,29,0.131658994125285
"06009","CA","Calaveras",130699.827428571,42555.4236363636,13.1843579504732,10.3904301695818,35,0.776880049720323,11,0.244162301340673
"06011","CA","Colusa",60486.43875,107747.845555556,9.84717618313958,45.0011884542206,24,1.11374077683419,9,0.417652791312822
"06013","CA","Contra Costa",231565.440222449,124503.237703704,8.13620584193259,15.7658757654095,539,0.50558298689799,135,0.126630247182243
"06015","CA","Del Norte",271114.544996667,122277.822857143,24.6708610043108,29.8665256987334,30,1.04679158379567,7,0.244251369552322
"06017","CA","El Dorado",181026.431122472,96233.1657894737,7.5730797129465,10.1052855121644,89,0.491881196874067,19,0.105008345400082
"06019","CA","Fresno",349537.795193798,157125.382431507,29.6747093700181,48.6588366047869,1032,1.09449106165633,292,0.3096815794609
"06021","CA","Glenn",105490.782065517,137192.4725,14.7363866960624,39.0194745449374,29,1.03100113765643,8,0.284414106939704
"06023","CA","Humboldt",209423.572833858,100736.223461538,14.4817997915166,19.4354584041377,127,0.942409153983719,26,0.192934157508478
"06025","CA","Imperial",501935.545764865,205569.062424242,24.7319436804792,38.3140969292375,111,0.626916755621071,33,0.186380657076535
"06027","CA","Inyo",165009.348817647,98465.604,11.9253028505698,26.6440101742613,17,0.92001298841866,5,0.270592055417253
"06029","CA","Kern",304539.578253968,164088.460282258,20.9333028437492,47.7791010437825,756,0.887626069906424,248,0.291178922403165
"06031","CA","Kings",311571.999364286,223650.7625,18.1377547685349,40.7259216986961,126,0.819432250512145,28,0.182096055669366
"06033","CA","Lake",266615.179032258,119372.376666667,19.077811283796,27.8374088584177,62,0.963885390917712,15,0.233198078447834
"06035","CA","Lassen",175545.3704,84507.4083333333,12.1555141615322,14.8258611111111,25,0.730994152046784,6,0.175438596491228
"06037","CA","Los Angeles",221023.233874735,214556.500445104,14.1478346465715,36.5583634322629,8478,0.857311355097999,1685,0.170390379021011
"06039","CA","Madera",257902.880341781,208717.270285714,21.0243153371115,47.7691970573811,146,0.954716364230832,35,0.228870361288213
"06041","CA","Marin",137697.298445631,88476.332173913,4.66075562545974,7.97924816983033,103,0.403872470405559,23,0.0901851147507558
"06043","CA","Mariposa",83235.5664705882,NA,11.3190144832247,NA,17,0.934528063328019,3,0.164916717057886
"06045","CA","Mendocino",214281.99553301,105865.0455,19.1045942858878,24.1830766507144,103,1.17643027651822,20,0.228433063401597
"06047","CA","Merced",320445.067539063,170446.62,25.3414544833778,48.530769301803,256,0.985001808401758,74,0.284727085241133
"06049","CA","Modoc",106064.69,65208.986,14.0752976805011,34.2592129872859,9,0.945676158453294,5,0.525375643585163
"06051","CA","Mono",96791.655,NA,5.41003614514388,NA,8,0.559088685442728,3,0.209658257041023
"06053","CA","Monterey",233755.590493421,199475.036,11.5225137752164,44.9163741473057,304,0.720553309093667,95,0.225172909091771
"06055","CA","Napa",231973.142855556,122766.690416667,6.14357726913045,21.3371224871097,63,0.456230809338972,24,0.173802213081513
"06057","CA","Nevada",166824.576724138,81449.3427272727,7.90942718669421,9.08553492475561,58,0.5881637123271,11,0.111548290268933
"06059","CA","Orange",266472.102615789,158650.114137214,7.51874495609198,24.9728641951472,1273,0.41659235309229,481,0.157408422495987
"06061","CA","Placer",162901.393279032,79685.7354054054,5.79094342655095,8.2555544635407,186,0.520807082976328,37,0.103601408979162
"06063","CA","Plumas",79792.5658333333,51489.2416666667,8.23045267489712,15.6304300531242,24,1.21426764482671,6,0.303566911206678
"06065","CA","Riverside",362695.221736754,218817.33912892,13.2116025716849,28.0407284851895,1140,0.509014922174297,287,0.128146739178968
"06067","CA","Sacramento",323115.929304575,202388.258693182,18.8389667800968,24.8034325693456,1093,0.76108641081258,176,0.122553712994523
"06069","CA","San Benito",300976.083745833,165562.107,14.5771891415923,29.5266990654872,24,0.428021115708375,10,0.178342131545156
"06071","CA","San Bernardino",421822.229002143,244636.769754386,20.4268846949455,33.7572653225053,1353,0.655086214284366,285,0.137989335603137
"06073","CA","San Diego",239036.622548844,163140.250805244,8.69292809267862,27.7436240827829,1687,0.537249340699201,534,0.170059957281193
"06075","CA","San Francisco",126039.678695497,174114.846818182,8.24790278614318,14.1378104169896,644,0.792297490483818,66,0.0811981900185279
"06077","CA","San Joaquin",320846.975,199391.954298246,18.178740591794,32.6489883713916,564,0.810095746422795,114,0.163742757255671
"06079","CA","San Luis Obispo",211163.312755905,93023.73,7.69244082476317,11.287253657586,127,0.466964984979906,33,0.121337358301865
"06081","CA","San Mateo",165861.139147778,153993.695,3.85180524953453,16.0937513424614,270,0.37128253363201,76,0.104509157614936
"06083","CA","Santa Barbara",232914.730839916,204106.807619048,9.33702135355847,30.1227256499515,238,0.557536345278979,63,0.147583150220906
"06085","CA","Santa Clara",216916.599267277,181850.094561404,7.35847418654627,17.1862187834714,819,0.452641736552561,171,0.0945076153241611
"06087","CA","Santa Cruz",222652.957647059,229311.7046875,10.2922456570954,27.7640184564393,153,0.5788920082634,32,0.121075452708685
"06089","CA","Shasta",260773.921453488,172227.9275,16.8666971367524,23.2512643018664,172,0.967520559811896,24,0.135002868810962
"06091","CA","Sierra",NA,NA,10.570987654321,NA,3,0.96370061034372,1,0.32123353678124
"06093","CA","Siskiyou",137869.845882353,58284.4492857143,16.7557535263549,18.3337967061361,51,1.14588716381693,14,0.314557260655627
"06095","CA","Solano",284989.095166667,156386.920425532,12.7178169595623,17.6487324687673,240,0.576270616681594,47,0.112852995766812
"06097","CA","Sonoma",175856.170698413,123631.062361111,7.89145197756459,18.2363136836326,315,0.64533840316646,72,0.147505920723762
