"fips"|"inactive_win12"|"undergrad_school_prog"|"grad_school_prog"|"hbcu"|"hospital"|"medical_school_prog"|"tribal_school_prog"|"public_college_university"|"post_secondary_institution"|"degree_granting"|"grants_associates_certificate_only"|"not_degree_granting"|"size_lt1k"|"size_1k_10k"|"size_gt10k"|"cost_undergrad_instate"|"cost_undergrad_outstate"|"cost_grad_instate"|"cost_grad_outstate"|"cost_oncampus_living"|"ft_noninst_academic_staff"|"ft_community_admin_staff"|"total_instructional_staff"|"total_inst_staff_salary"|"est_avg_inst_staff_salary"|"no_reported_inst_staff"
"060376205223"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060376502004"|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060376511012"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|17|17|0|0|NA|0
"060376707024"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|34134|34134|13500|13500|14412|99|21|60|4197178|69952.9666666667|0
"060377009011"|0|2|0|0|0|0|0|2|2|2|1|0|2|0|0|44420|44420|NA|NA|NA|80|34|150|7957200|77440.5405405405|0
"060377015011"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|15410|15410|NA|12|1|2|120000|60000|0
"060377018021"|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1104|8040|NA|NA|NA|544|238|676|68750282|101701.600591716|0
"060377019021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060377019023"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|20824|20824|NA|9|4|0|0|NA|0
"060377025022"|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1220|7538|NA|NA|NA|170|73|270|22520786|83410.3185185185|0
"060377028033"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|14382|14382|NA|13|4|18|579366|32187|0
"060377030012"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|20370|20370|16416|16416|NA|33|22|62|4681736|75511.8709677419|0
"060377030013"|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1220|7538|NA|NA|NA|170|73|270|22520786|83410.3185185185|0
"060377030024"|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1220|7538|NA|NA|NA|170|73|270|22520786|83410.3185185185|0
"060378004101"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|49770|49770|31300|31300|14330|1144|271|754|80828600|107199.734748011|0
"060379007011"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|51|28|26|1470976|56576|0
"060379007013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060379007033"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060379008052"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060379008062"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060379010042"|0|1|0|0|0|0|0|1|1|1|0|0|0|0|1|1104|6168|NA|NA|NA|283|125|348|30613586|87970.0747126437|0
"060379200311"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|18568|18568|NA|NA|NA|0|0|0|0|NA|0
"060379203291"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060379203302"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|6408|NA|NA|NA|371|117|342|34020412|99474.8888888889|0
"060379203322"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|31550|31550|11280|11280|10300|202|68|104|7637256|73435.1538461538|0
"060379203343"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|45030|45030|45030|45030|11363|237|74|310|24627328|79442.9935483871|0
"060379800151"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1220|7538|NA|NA|NA|156|74|252|22466168|89151.4603174603|0
"060390005032"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060390005061"|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060411101002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|42950|42950|16722|16722|13650|198|63|198|16805794|84877.7474747475|0
"060411170003"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|13650|13650|NA|32|4|18|1174660|65258.8888888889|0
"060411191003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1380|9210|NA|NA|NA|190|65|254|24582994|96783.4409448819|0
"060450109003"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1380|6330|NA|NA|NA|108|54|92|7259488|78907.4782608696|0
"060450113001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1380|6330|NA|NA|NA|108|54|92|7259488|78907.4782608696|0
"060450115003"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060470010021"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|6096|NA|NA|NA|279|129|382|30093842|78779.6910994764|0
"060470010041"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060470013013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060470019011"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|11220|37902|11220|26322|16100|981|236|650|58946962|90687.6338461538|0
"060530003002"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060530013001"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060530014001"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1400|7650|NA|NA|NA|181|57|256|22178140|86633.359375|0
"060530014002"|0|1|0|0|0|0|0|1|1|1|1|0|1|0|0|NA|NA|NA|NA|NA|10|2|4|205858|51464.5|0
"060530111013"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060530111022"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060530111023"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060530126001"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|38250|38250|38250|38250|NA|141|92|170|14597032|85864.8941176471|0
"060530127002"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|38250|38250|38250|38250|NA|141|92|170|14597032|85864.8941176471|0
"060530130001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6168|NA|NA|NA|77|42|240|18725422|78022.5916666667|0
"060530130002"|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|NA|NA|NA|NA|NA|716|115|616|98392220|159727.62987013|0
"060530132002"|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|NA|NA|NA|NA|NA|716|115|616|98392220|159727.62987013|0
"060530133001"|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|NA|NA|NA|NA|NA|716|115|616|98392220|159727.62987013|0
"060530133002"|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|NA|NA|NA|NA|NA|716|115|616|98392220|159727.62987013|0
"060530141041"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|5472|16632|6738|15666|11930|522|203|450|34894968|77544.3733333333|0
"060530141043"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|5472|16632|6738|15666|11930|522|203|450|34894968|77544.3733333333|0
"060552002021"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060552009001"|0|1|0|0|0|0|0|1|1|1|1|0|0|1|0|1104|6246|NA|NA|NA|179|80|208|16717608|80373.1153846154|0
"060552017001"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|27999|27999|27999|27999|7920|141|22|182|10611934|58307.3296703297|0
"060552017002"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|27999|27999|27999|27999|7920|141|22|182|10611934|58307.3296703297|0
"060590016025"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|38290|38290|NA|126|48|94|10982074|116830.574468085|0
"060590019021"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|2640|2640|250|250|NA|4|0|0|0|NA|0
"060590114012"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|5976|NA|NA|NA|307|132|702|77610848|110556.763532764|0
"060590115023"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|5472|16632|6738|15666|15342|1533|583|2032|176208432|86716.7480314961|0
"060590115031"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|21|4|38|4027176|105978.315789474|0
"060590115042"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|5472|16632|6738|15666|15342|1533|583|2032|176208432|86716.7480314961|0
"060590115045"|0|2|2|0|0|0|0|2|2|2|0|0|0|1|1|34972|46132|23451|32379|24892|1636|619|2110|181038862|148645.337775086|0
"060590219123"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|7224|NA|NA|NA|157|82|232|22305658|96145.0775862069|0
"060590219172"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|7224|NA|NA|NA|157|82|232|22305658|96145.0775862069|0
"060590320223"|0|2|0|0|0|0|0|2|2|1|1|0|0|0|1|NA|NA|NA|NA|NA|404|212|532|51951518|NA|0
"060590423191"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|29372|29372|29372|29372|11812|130|52|104|10319446|99225.4423076923|0
"060590525171"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|5808|NA|NA|NA|192|88|350|30499696|87141.9885714286|0
"060590525181"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|12000|12000|11160|11160|NA|405|15|152|13366328|87936.3684210526|0
"060590626041"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|28950|28950|30750|30750|13290|40|15|44|3391704|77084.1818181818|0
"060590626042"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|28950|28950|30750|30750|13290|40|15|44|3391704|77084.1818181818|0
"060590626102"|0|7|5|0|1|1|0|7|7|7|1|0|4|1|2|NA|NA|NA|NA|NA|4889|826|2486|315535960|NA|0
"060590626113"|0|3|2|0|1|1|0|3|3|3|0|0|1|1|1|NA|NA|NA|NA|NA|4628|753|2446|315046360|284274.896587721|0
"060590626143"|0|1|1|0|1|1|0|1|1|1|0|0|0|0|1|11220|37902|11220|26322|13429|4501|721|2358|308518360|130838.999151824|0
"060590626224"|0|1|0|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|NA|NA|NA|7|0|0|0|NA|0
"060590626262"|0|0|1|0|0|0|0|1|1|1|0|0|1|0|0|NA|NA|24300|24300|NA|6|0|14|1265670|90405|0
"060590626281"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|32130|32130|8150|8150|9830|282|68|158|11600170|73418.7974683544|0
"060590626282"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|32130|32130|8150|8150|9830|282|68|158|11600170|73418.7974683544|0
"060590626331"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|29372|29372|29372|29372|11812|130|52|104|10319446|99225.4423076923|0
"060590626332"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|29372|29372|29372|29372|11812|130|52|104|10319446|99225.4423076923|0
"060590626492"|0|1|1|0|0|0|0|1|1|1|0|0|1|0|0|28950|28950|30750|30750|13290|40|15|44|3391704|77084.1818181818|0
"060590630073"|0|3|2|0|0|0|0|3|3|3|0|0|2|1|0|NA|NA|NA|NA|NA|133|32|90|6709846|244358.897435897|0
"060590639022"|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|NA|NA|NA|NA|NA|132|23|0|0|NA|0
"060590639023"|0|1|0|0|0|0|0|1|1|1|1|0|0|0|1|1104|6648|NA|NA|NA|334|137|526|52514510|99837.4714828897|0
"060590639063"|0|1|1|0|0|0|0|1|1|1|0|0|0|1|0|30980|30980|10062|10062|9310|152|45|160|12120856|75755.35|0
"060590639072"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060590639082"|0|1|1|0|0|0|0|1|1|1|0|0|0|0|1|11814|11814|16067|16067|NA|203|63|38|307754|8098.78947368421|0
"060590740031"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
"060590741062"|0|1|0|0|0|0|0|1|1|0|0|1|1|0|0|NA|NA|NA|NA|NA|0|0|0|0|NA|0
